pilot_id,spotify_track_id,title,artists,collection_status,duration_seconds,source_sha256,prepared_sha256,profile_status,primary_family,primary_style,secondary_families,secondary_styles,vocal_role,arrangement_focus,texture_tags,active_section_density,section_variation,certainty,audio_evidence,owner_confirmed
F011,0mjbciwK9zhfQl44jXfQv6,Heart,"[""chicken97""]",NEW_VALIDATED_PROFILE,205.376,abb0a52e689922a64a5f6bc461452f4ef258e8ab15de88ced33ddbf4e68266ed,7bcc5eb78500830ceedde8d68580de07c28273f48c6de36e80aac6cbe2cbe53b,classified,R&B,Contemporary R&B,"[""Pop""]","[""K-R&B"", ""Pop Soul""]",sung_led,lead_vocal,"[""electronic"", ""layered"", ""clean""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 9.5, ""observation"": ""Female lead vocal enters with a smooth, sweet delivery over a mid-tempo R&B groove and electric piano.""}, {""at_seconds"": 68.0, ""observation"": ""Chorus section with layered vocal harmonies, steady modern R&B rhythm, and subtle synth accents.""}, {""at_seconds"": 136.0, ""observation"": ""Mellow bridge section featuring rhodes piano, finger-snaps, and relaxed vocal phrasing.""}]",False
F012,0xlx3pH8TxNah8hdiINqeA,Shiawase no Monosashi,"[""Pokke""]",NEW_VALIDATED_PROFILE,390.8034583333333,2a0cbd7f7481571d371e49b7283fd128a1cd159ad948b625c0293fbbda26b53d,a6e93c5ee88dae6cdbfa38c7033129f25d24166bf496911aabdb189d407df597,classified,Electronic,Ambient,"[""Modern Classical"", ""Experimental""]","[""Minimalism"", ""Glitch""]",instrumental,beat_or_instrumental,"[""electronic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 16.0, ""observation"": ""High-pitched repeating bell/glockenspiel ostinato plays with minimal ambient space.""}, {""at_seconds"": 125.0, ""observation"": ""Deep electronic bass pulses beneath repetitive metallic percussion loops.""}, {""at_seconds"": 240.0, ""observation"": ""Continuous slowly evolving minimalist percussion patterns with subtle ambient synthesizer swells.""}]",False
F013,1AHtqWqufKsgBmdNEi1WVO,Temporary,"[""Kiri T""]",NEW_VALIDATED_PROFILE,180.00110416666666,a524f43a0b76860051fd6da9c72568ea478fd540839b9b8076abf3e6f9e97b17,1ab155774e9ee433fbf6011bd22db30b8275b9118c97d612c078c806aa75d72f,classified,r&b,contemporary r&b,"[""pop""]","[""neo soul"", ""downtempo pop""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 1.5, ""observation"": ""Female lead vocal begins over warm, low-tempo Rhodes-like electric piano chords with a sparse beat.""}, {""at_seconds"": 37.0, ""observation"": ""Chorus enters with a pulsing sub-bass, snare snaps, and layered melodic vocal harmonies.""}, {""at_seconds"": 132.0, ""observation"": ""Second chorus with a tight contemporary R&B drum pattern, syncopated bassline, and lead vocal ad-libs.""}]",False
F014,1CwmoUvvRyhiwqhMfvbB4K,Top Secret,"[""Weeekly""]",NEW_VALIDATED_PROFILE,193.9330625,bfabf8de20eaefccf7d6139273d672485b34b526d0d3ad5d51be1cb385083779,add3195f214f4e398f53d589c676f51f9cf1cd7e32019c256538de01c42a0324,classified,Pop,K-Pop,"[""Electronic""]","[""Dance-Pop"", ""Bubblegum Pop""]",mixed_rap_and_singing,lead_vocal,"[""electronic"", ""clean"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 12.0, ""observation"": ""Solo female singing begins over synth brass pads, punchy bassline, and drum beat.""}, {""at_seconds"": 43.0, ""observation"": ""Energetic chorus section arrives with layered vocal hook and bouncy dance-pop groove.""}, {""at_seconds"": 120.0, ""observation"": ""Transition into a rap-influenced rhythmic vocal breakdown before building back to the chorus.""}]",False
F015,1DaXVM8npVKa2AQBrYz4xS,Uncertainty,"[""Chill Select"", ""kretzschクレツ"", ""Milkz""]",NEW_VALIDATED_PROFILE,92.171625,8744747f92ab7b383a4e3b82dc42be5f864af798472cc171253b82633af3a5a1,c304648c0e870da4f88c2a57ed9396b5d27a77be2d1c834742982e7f39d593db,classified,Hip-Hop,Chillhop,"[""Electronic"", ""R&B""]","[""Lo-Fi Hip-Hop"", ""Downtempo""]",vocal_samples_only,beat_or_instrumental,"[""electronic"", ""sample_based"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 6.8, ""observation"": ""A slow, laid-back hip-hop beat enters with a clean snare, soft kick drum, and pitched vocal chime effect.""}, {""at_seconds"": 23.5, ""observation"": ""Sub-bass pulse and muted guitar/synth arpeggio continue beneath chopped vocal textures.""}, {""at_seconds"": 58.2, ""observation"": ""A sparse, downtempo groove persists with repetitive atmospheric vocal-like synth hooks.""}]",False
F016,1IIcy1TpuiAT6S206OjYvC,DOWNPOUR (feat. Gliiico),"[""CHAEYOUNG"", ""Gliiico""]",NEW_VALIDATED_PROFILE,109.12191666666666,b94233fdcabb6188bdd47502c897fe073fb096f511665de61ee9909a5673e64e,70f6c4c70a7ff98740d6f59308d1bb274a3e81d12bed252d58355ba7047a7011,classified,Hip Hop,Trap,"[""R&B"", ""Electronic""]","[""Trap Soul"", ""Alternative R&B""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""layered""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 1.2, ""observation"": ""Sparse percussive beat with electronic snares and deep 808 bass begins the track.""}, {""at_seconds"": 8.5, ""observation"": ""Processed female singing vocal enters over a minimal trap beat and subtle ambient synth pads.""}, {""at_seconds"": 40.0, ""observation"": ""Repetitive hook phrase with layered, pitch-shifted vocal chops and deep sub-bass.""}]",False
F017,1ON9XudZFxwu43tQXBszIX,boys dont cry,"[""sysmint""]",REUSED_EXACT_PRIOR_PROFILE,121.69579166666666,91747896537a183bb6aac8dbb486963677a8ac7d5f39c412edb77f9ffaa1d3dc,4e0a03eb23c052ac265528b075ef0988ebdc5d7262374f16ef0e97baa0dd7f15,classified,Hip Hop,Trap,"[""Pop"", ""R&B""]","[""Emo Rap"", ""Melodic Rap""]",mixed_rap_and_singing,lead_vocal,"[""electronic"", ""layered"", ""sample_based""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 12.5, ""observation"": ""Spoken-word-style rap vocal enters over a minimal trap-influenced beat featuring 808 sub-bass and hi-hats.""}, {""at_seconds"": 25.0, ""observation"": ""High-pitched auto-tuned melodic chorus vocal hook enters with layered backing.""}, {""at_seconds"": 96.0, ""observation"": ""Bridge section featuring pitched vocal samples, ambient synths, and emotional sung-melodic rap delivery.""}]",False
F018,1U90UBmMrQTx9GNweUA4LZ,Hit the Wall,"[""Gracie Abrams""]",NEW_VALIDATED_PROFILE,196.33633333333333,00bf205b915fa9e901452388fd68afe74c47467151c2069bec1d66918cf88bb9,98bca35b735df116c7a7326763fb8c9827b7102e882f01eba48b2728892f6271,classified,Pop,Indie Pop,"[""Folk & Acoustic Pop"", ""Electronic""]","[""Bedroom Pop"", ""Alt-Pop""]",sung_led,lead_vocal,"[""electronic"", ""acoustic"", ""clean""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 9.5, ""observation"": ""Intimate female lead vocals enter over a sparse, reverberant plucked guitar figure.""}, {""at_seconds"": 41.0, ""observation"": ""The arrangement expands with a sub-bass kick pulse and vocal harmonies entering on the hook.""}, {""at_seconds"": 121.0, ""observation"": ""Subtle atmospheric synths and layered backing vocals support the emotive, breathy verse delivery.""}]",False
F019,1VAtYkKvDenA1KypImlZIY,Shoulder,"[""Galdive""]",NEW_VALIDATED_PROFILE,226.84735416666666,ff5d2217a543764406f19ad9231cdb47a44e96f4add7fe53f47f6bbc251583b3,2b1ad050dd41fecfc2964fbba8b220cabda9b9a5917aa1e05f91b523de55572c,classified,electronic,ambient pop,"[""pop"", ""experimental""]","[""deconstructed club"", ""art pop""]",sung_led,lead_vocal,"[""electronic"", ""hazy"", ""layered""]",sparse,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 6.8, ""observation"": ""Intimate female lead vocals enter with minimal ambient synthesizer drones and a deep sub bass drop.""}, {""at_seconds"": 96.0, ""observation"": ""Subtle synthesized vocal ad-libs join with shimmering high-register pads and low drone.""}, {""at_seconds"": 157.0, ""observation"": ""Aggressive, glitchy industrial percussion and heavy distorted synth beats abruptly break into the sparse texture.""}]",False
F020,1Y6Ra2erZ6Mru0JOcJBSzK,门没锁,"[""我是土豆""]",NEW_VALIDATED_PROFILE,195.152125,3d3e7dd76d6005c127a1ce5f89cbd053a160c620c4c3e58114f808607b9c9b79,c79f06cd743b8c1419f27e4493ace6bba7042550fe9ada73fbe7b90a076086fa,classified,Asian Pop,Mandopop,"[""Jazz"", ""Easy Listening""]","[""Vocal Jazz"", ""Bossa Nova""]",sung_led,lead_vocal,"[""acoustic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 3.7, ""observation"": ""Solo female vocal enters accompanied by minimal acoustic bass pizzicato and finger snaps.""}, {""at_seconds"": 28.0, ""observation"": ""Sparse jazz/bossa-influenced rhythm continues with light acoustic bass and percussion.""}, {""at_seconds"": 111.8, ""observation"": ""Vocal melody repeats over ongoing minimal rhythm section of upright bass and soft brushed percussion.""}]",False
F021,1ZhrRS2xY1ZoD2QJ9aZQxX,too afraid,"[""hateful""]",NEW_VALIDATED_PROFILE,148.201375,d3306f9295223ace2a53f556b3eed27710917b8f5e79e3b683006b0e611e4e93,ca6f6581a0780c464eccbe1adcf7f294f7a0a6084105f27295c872c63d1ac1c6,classified,Pop,Bedroom Pop,"[""Folk"", ""Indie""]","[""Indie Pop"", ""Indie Folk""]",sung_led,lead_vocal,"[""acoustic"", ""hazy"", ""electronic""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 19.8, ""observation"": ""A sparse acoustic guitar picking pattern enters underneath pitched-down low male vocals.""}, {""at_seconds"": 52.0, ""observation"": ""Subtle bass and sustained ambient synths join the low-pitched lead vocal and acoustic guitar.""}, {""at_seconds"": 139.0, ""observation"": ""The chorus returns with deep vocal harmonies, warm ambient synth pads, and delicate guitar strums.""}]",False
F022,1aKvZDoLGkNMxoRYgkckZG,Magnetic,"[""ILLIT""]",NEW_VALIDATED_PROFILE,160.67047916666667,0f47592ef2e476b636cc73c7b97003370717526444f68c1b6da4b46e24537d7a,04888fb8953d034154231d42848db9afb1bf11eddf655aae52650b23415054e4,classified,Pop,K-Pop,"[""Electronic""]","[""Synthpop"", ""Dance-Pop""]",sung_led,lead_vocal,"[""electronic"", ""sample_based"", ""clean""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 37.0, ""observation"": ""Bright electronic synth-pop hook kicks in with distinct vocal chopping effects, bubbling synth arpeggios, and crisp electronic percussion.""}, {""at_seconds"": 55.0, ""observation"": ""High-pitched repetitive vocal sample rhythmically interlocks with the synth bassline.""}, {""at_seconds"": 110.0, ""observation"": ""Verse features stripped-back bouncy bassline, soft synth keys, and melodic female lead vocals sung in Korean and English.""}]",False
F023,1kuGVB7EU95pJObxwvfwKS,vampire,"[""Olivia Rodrigo""]",NEW_VALIDATED_PROFILE,219.81170833333334,7382563092e9375f2933285a5b2299246ae8b4702889447298f55f530dd33426,ca8f6cbf9b5c6f3274aacca579ec9039e43d99949fed25ceecb3ec21cd4aa10a,classified,Pop,Pop Rock,"[""Rock""]","[""Piano Pop""]",sung_led,lead_vocal,"[""acoustic"", ""layered"", ""clean""]",varies,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 15.0, ""observation"": ""Sparse intro featuring dry, close-mic'd lead vocals over an acoustic piano chord progression.""}, {""at_seconds"": 71.0, ""observation"": ""Explosive transition into a driving pop-rock chorus with full kit drums, electric bass, and intense belting vocals.""}, {""at_seconds"": 178.0, ""observation"": ""Arrangement drops back down to solo piano before rebuilding dynamic tension into the final crescendo.""}]",False
F024,23V5SeHanwL6PlqyJ99dH8,"No I Don't Want, Just Anyone","[""Unclenathannn"", ""Shiloh Dynasty""]",NEW_VALIDATED_PROFILE,123.95210416666667,e34ca34f1ab3592114a7367701b3ce0b794b9732ef9432f7f1eb30f03a4433da,27bbe43a2be57206fd48dc433294448e9521dd69ef4f4b054bde19e4de2cc18e,classified,Hip Hop,Trap,"[""Electronic""]","[""Phonk"", ""Cloud Rap""]",vocal_samples_only,beat_or_instrumental,"[""sample_based"", ""electronic"", ""hazy""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 1.5, ""observation"": ""Repetitive pitched-down, reverb-drenched vocal chops loop over subtle synth pad.""}, {""at_seconds"": 14.8, ""observation"": ""Minimal, rolling trap beat enters with crisp snares, fast hi-hat patterns, and low 808 sub-bass.""}, {""at_seconds"": 58.5, ""observation"": ""Beat continues with slight hi-hat variation beneath a continuously repeating hypnotic vocal phrase.""}]",False
F025,2Ah7oAy4esXD8pEEhY0hyR,Soft Static Sky on Early Mornings,"[""City Girl""]",NEW_VALIDATED_PROFILE,170.47466666666668,e30c54c310af74e4d686f9850f1765d9b484e8aef91867a00f2ee4771abbd81e,bf9e864b8a8247152f5dacce5bfa692add30080783057be6c20ced483b7cbad3,classified,Hip-Hop,Lo-Fi Beats,"[""Downtempo"", ""R&B""]","[""Chillhop"", ""Neo-Soul""]",instrumental,beat_or_instrumental,"[""clean"", ""hazy"", ""electronic""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 1.5, ""observation"": ""A resonant electric piano plays a slow, sustained minor chord progression with prominent vinyl crackle noise in the background.""}, {""at_seconds"": 17.8, ""observation"": ""A low-tempo boom-bap hip-hop drum beat enters with a soft, warm kick, delayed rimshot/snare, and steady hi-hat pattern.""}, {""at_seconds"": 78.4, ""observation"": ""Sparse, warm synth bass notes underpin the lo-fi Rhodes piano chords and relaxed drum groove.""}]",False
F026,2BFAfMIblG0RZeAvlmLC81,You Are Enough,"["".Uzu"", ""Clavita""]",NEW_VALIDATED_PROFILE,192.0058125,2ea93b27fb9e57e9080a2310e55baa2339fea647f67184faeb8d3a64e40dcb61,4ac719c40b686c8cd8931b68d883e4e1ddfda8f7906ccb6b3e8d8232711870ac,classified,r&b,contemporary r&b,"[""electronic"", ""pop""]","[""ambient pop"", ""downtempo""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""hazy""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 23.5, ""observation"": ""Downtempo R&B-infused beat enters with crisp snaps, subtle percussion, and intimate solo lead vocals.""}, {""at_seconds"": 69.2, ""observation"": ""Ambient, floating synth pads and warm sub-bass swell beneath emotive, layered vocal lines.""}, {""at_seconds"": 156.0, ""observation"": ""Minimalist chord progressions on Rhodes/soft keys accompanied by subdued, spaced-out beats and delicate vocal delivery.""}]",False
F027,2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),"[""Playboi Carti"", ""Lil Uzi Vert""]",REUSED_EXACT_PRIOR_PROFILE,153.89025,64d70d7d17e4d612534812ee479069e3d5da4c2a076a9eead69679f62b505d2c,b067108b50bf1f26b497e898693bfeb58c9908212b4bab8a413599a4110ab9e3,classified,hip hop,trap,[],"[""plugg""]",rap_led,lead_vocal,"[""electronic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 18.9, ""observation"": ""Trap drums drop with crisp hi-hat rolls, snapping snare, and a deep 808 sub bass alongside rap vocals.""}, {""at_seconds"": 51.2, ""observation"": ""Melodic rap delivery over a minimal synth bell/piano melody and subtle 808 percussion.""}, {""at_seconds"": 110.5, ""observation"": ""Different verse section enters with rhythmic, percussive ad-libs, low bassline, and syncopated snare hits.""}]",False
F028,2Vu2hkPW7LxMHPqoMjSIEJ,My Gamecube Broke.,"["".Uzu""]",REUSED_EXACT_PRIOR_PROFILE,170.83439583333333,1538821f0c3f325c0c8e7e1f200bc02d3c96f08e624804bb50dbfeb82a161cc9,b8c069a2cf281c3625e4fb9fc036b991684ca019c9eb9fe73a37a66424ad32bb,classified,Electronic,Drum and Bass,"[""Bass Music""]","[""Neurofunk"", ""Dubstep""]",vocal_samples_only,beat_or_instrumental,"[""electronic"", ""distorted"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 16.5, ""observation"": ""Orchestral strings enter with an ascending dramatic build, accompanied by digital tick beats.""}, {""at_seconds"": 32.2, ""observation"": ""Main instrumental drop features aggressive distorted reese bass, rolling breakbeats, and synth arpeggios.""}, {""at_seconds"": 108.7, ""observation"": ""Half-time breakdown section introduces sub-bass wobbles and processed melodic vocal chops.""}]",False
F029,2X71ww8wImSYbw4s0Mr2ur,Dear My All,"[""Mingginyu""]",NEW_VALIDATED_PROFILE,161.25,ab461cd211d55edf6ced78230e4df1b3645ab552f8c1613caaf38309a2a9cfde,7c55e23c619edba2ff0b795036e223038a2732d2ebf04325142384308b432fa8,classified,Pop,Korean Ballad,"[""Folk""]","[""Acoustic Pop""]",sung_led,lead_vocal,"[""acoustic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 0.0, ""observation"": ""Intro with solo female vocal singing in Korean with acoustic guitar accompaniment.""}, {""at_seconds"": 44.0, ""observation"": ""Chorus section with continuous fingerpicked acoustic guitar and emotional, breathy lead singing.""}, {""at_seconds"": 133.0, ""observation"": ""Second verse maintains the intimate, minimalist acoustic singer-songwriter arrangement.""}]",False
