pair_id,pilot_a,pilot_b,spotify_a,spotify_b,song_a,song_b,human_playlist_rating,rating_status,original_c_similarity,c_status,shared_families,shared_styles,primary_family_a,primary_family_b,primary_style_a,primary_style_b,vocal_role_a,vocal_role_b,arrangement_a,arrangement_b,texture_a,texture_b,sections_a,sections_b,certainty_a,certainty_b,qualitative_implication
31800d4ae76e22af71e3ee25,A02,A07,2BJSMvOGABRxokHKB0OI8i,7fBv7CLKzipRk6EC6TWHOB,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",The Hills — The Weeknd,4,PLAYLIST_COMPATIBILITY_V1,0.5984339118003845,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]","[""trap""]",hip_hop_rap,electronic,trap,hyperpop,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",possible contraction
abe1425bc1929a7c80eda126,A02,A08,2BJSMvOGABRxokHKB0OI8i,7F6PtLP6fJPVtA1FWVkl8K,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",Shouldn't Be — Luke Chiang,,UNRATED_UNKNOWN,0.5638208985328674,FROZEN_C_AVAILABLE,[],[],hip_hop_rap,rnb_soul,trap,alternative_rnb,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""electronic"", ""hazy"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
bec4a2bf63f7d9aaefa1ccba,A02,A09,2BJSMvOGABRxokHKB0OI8i,74X2u8JMVooG2QbjRxXwR8,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.5491011142730713,FROZEN_C_AVAILABLE,[],[],hip_hop_rap,pop,trap,dance_pop,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""clean"", ""layered"", ""electronic""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
0557d148c83510af3649f3a8,A02,A10,2BJSMvOGABRxokHKB0OI8i,65FftemJ1DbbZ45DUfHJXE,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",OMG — NewJeans,,UNRATED_UNKNOWN,0.4864351451396942,FROZEN_C_AVAILABLE,[],[],hip_hop_rap,pop,trap,pop_rnb,rap_led,sung_led,lead_vocal,balanced,"[""electronic"", ""clean""]","[""clean"", ""electronic"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
04b35f5d06ace6db55f110d3,A02,C01,2BJSMvOGABRxokHKB0OI8i,00njeQb198Lm7Jge2Rsrlg,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert","Saturation in Delay, Love in Anger — City Girl, tiffi",,UNRATED_UNKNOWN,0.45527154207229614,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]",[],hip_hop_rap,pop,trap,hyperpop,rap_led,sung_led,lead_vocal,balanced,"[""electronic"", ""clean""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
625898cfb284661748d75574,A02,C02,2BJSMvOGABRxokHKB0OI8i,6pWqlKm9ugucgKNldCLigX,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert","Sit Around — City Girl, tiffi",,UNRATED_UNKNOWN,0.354658305644989,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]",[],hip_hop_rap,rnb_soul,trap,pop_rnb,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""sample_based"", ""clean"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
2f4275dc3bf0ab854e0976c2,A02,C03,2BJSMvOGABRxokHKB0OI8i,2js0td9w2MzNUVPlMKYOEs,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",risk — lace,,UNRATED_UNKNOWN,0.2912113070487976,FROZEN_C_AVAILABLE,[],[],hip_hop_rap,rnb_soul,trap,alternative_rnb,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""electronic"", ""hazy"", ""clean""]",contrasting_sections,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
1df4383d3df854e5db21a6e6,A02,C04,2BJSMvOGABRxokHKB0OI8i,1ON9XudZFxwu43tQXBszIX,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",boys dont cry — sysmint,4,PLAYLIST_COMPATIBILITY_V1,0.5852230787277222,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]",[],hip_hop_rap,electronic,trap,digicore,rap_led,sung_led,lead_vocal,balanced,"[""electronic"", ""clean""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",conflict
91921a3c726bf4218ff5a016,A02,C05,2BJSMvOGABRxokHKB0OI8i,6wm3t4VpTxSFfOUgTMlHZM,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",The Peace — underscores,,UNRATED_UNKNOWN,0.4502817392349243,FROZEN_C_AVAILABLE,[],[],hip_hop_rap,rnb_soul,trap,contemporary_rnb,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""sample_based"", ""electronic"", ""clean""]",contrasting_sections,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
a6eaa7e086490f7a1ff51063,A02,C06,2BJSMvOGABRxokHKB0OI8i,7fXYFuCTmNrYRGwEUUf5iz,"Shoota (feat. Lil Uzi Vert) — Playboi Carti, Lil Uzi Vert",Die Right Here — david hugo,,OLDER_HOLISTIC_ONLY_EXCLUDED,0.4867395758628845,FROZEN_C_AVAILABLE,[],[],hip_hop_rap,pop,trap,dance_pop,rap_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""clean""]","[""electronic"", ""clean"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
730963970a8386548da79f60,A03,A04,2Vu2hkPW7LxMHPqoMjSIEJ,7hFW5IN7mQ99PuO86r38Sf,My Gamecube Broke. — .Uzu,She loves the color green and I love her — City Girl,,UNRATED_UNKNOWN,0.4218670129776001,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]","[""chillhop"", ""instrumental_hip_hop"", ""lofi_hip_hop""]",hip_hop_rap,hip_hop_rap,lofi_hip_hop,lofi_hip_hop,vocal_samples_only,instrumental,beat_or_instrumental,beat_or_instrumental,"[""hazy"", ""sample_based"", ""electronic""]","[""hazy"", ""electronic"", ""sample_based""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
48a01903c65059f137cd7258,A03,A05,2Vu2hkPW7LxMHPqoMjSIEJ,5sEeuhYWHNczuPKek1zJeG,My Gamecube Broke. — .Uzu,Tea Time — Disvstxr,4,PLAYLIST_COMPATIBILITY_V1,0.6315187215805054,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]","[""chillhop"", ""lofi_hip_hop""]",hip_hop_rap,hip_hop_rap,lofi_hip_hop,lofi_hip_hop,vocal_samples_only,sung_led,beat_or_instrumental,beat_or_instrumental,"[""hazy"", ""sample_based"", ""electronic""]","[""sample_based"", ""hazy""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",possible contraction
8716337735b891a7c92a03d1,A03,A06,2Vu2hkPW7LxMHPqoMjSIEJ,4LaZ8RpIP6DIgN73bXQVlO,My Gamecube Broke. — .Uzu,GET IT — keshi,2,PLAYLIST_COMPATIBILITY_V1,0.4787411391735077,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,hip_hop_rap,lofi_hip_hop,melodic_trap,vocal_samples_only,mixed_rap_and_singing,beat_or_instrumental,balanced,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",possible separation
de6d5aacc4b72027de8befb5,A03,A07,2Vu2hkPW7LxMHPqoMjSIEJ,7fBv7CLKzipRk6EC6TWHOB,My Gamecube Broke. — .Uzu,The Hills — The Weeknd,,UNRATED_UNKNOWN,0.5333203673362732,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,electronic,lofi_hip_hop,hyperpop,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
5eb7b580344a7c0feddf88ef,A03,A08,2Vu2hkPW7LxMHPqoMjSIEJ,7F6PtLP6fJPVtA1FWVkl8K,My Gamecube Broke. — .Uzu,Shouldn't Be — Luke Chiang,,UNRATED_UNKNOWN,0.3929370939731598,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,alternative_rnb,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""hazy"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
d6260a8427a664b70bb115f2,A03,A09,2Vu2hkPW7LxMHPqoMjSIEJ,74X2u8JMVooG2QbjRxXwR8,My Gamecube Broke. — .Uzu,Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.24307338893413544,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,dance_pop,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""clean"", ""layered"", ""electronic""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
97156afe8410264006d74f34,A03,A10,2Vu2hkPW7LxMHPqoMjSIEJ,65FftemJ1DbbZ45DUfHJXE,My Gamecube Broke. — .Uzu,OMG — NewJeans,,UNRATED_UNKNOWN,0.29221534729003906,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,pop_rnb,vocal_samples_only,sung_led,beat_or_instrumental,balanced,"[""hazy"", ""sample_based"", ""electronic""]","[""clean"", ""electronic"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
573c1ef9ca69c04e5c7f93ac,A03,C01,2Vu2hkPW7LxMHPqoMjSIEJ,00njeQb198Lm7Jge2Rsrlg,My Gamecube Broke. — .Uzu,"Saturation in Delay, Love in Anger — City Girl, tiffi",,OLDER_HOLISTIC_ONLY_EXCLUDED,0.585462212562561,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,pop,lofi_hip_hop,hyperpop,vocal_samples_only,sung_led,beat_or_instrumental,balanced,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
63750e4782253faf55b7b1ce,A03,C02,2Vu2hkPW7LxMHPqoMjSIEJ,6pWqlKm9ugucgKNldCLigX,My Gamecube Broke. — .Uzu,"Sit Around — City Girl, tiffi",,UNRATED_UNKNOWN,0.49267351627349854,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,pop_rnb,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""sample_based"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
cda372f0b5c2fd54d7e9487c,A03,C03,2Vu2hkPW7LxMHPqoMjSIEJ,2js0td9w2MzNUVPlMKYOEs,My Gamecube Broke. — .Uzu,risk — lace,,UNRATED_UNKNOWN,0.4483966827392578,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,alternative_rnb,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""hazy"", ""clean""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
e938140cdea02bf69c32872e,A03,C04,2Vu2hkPW7LxMHPqoMjSIEJ,1ON9XudZFxwu43tQXBszIX,My Gamecube Broke. — .Uzu,boys dont cry — sysmint,,UNRATED_UNKNOWN,0.313841849565506,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,electronic,lofi_hip_hop,digicore,vocal_samples_only,sung_led,beat_or_instrumental,balanced,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
d73c1fca5acc8180eb23b455,A03,C05,2Vu2hkPW7LxMHPqoMjSIEJ,6wm3t4VpTxSFfOUgTMlHZM,My Gamecube Broke. — .Uzu,The Peace — underscores,,UNRATED_UNKNOWN,0.1571856141090393,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,contemporary_rnb,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""sample_based"", ""electronic"", ""clean""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
f98f274aa26b6fa343f638e1,A03,C06,2Vu2hkPW7LxMHPqoMjSIEJ,7fXYFuCTmNrYRGwEUUf5iz,My Gamecube Broke. — .Uzu,Die Right Here — david hugo,,UNRATED_UNKNOWN,0.25520405173301697,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,dance_pop,vocal_samples_only,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""sample_based"", ""electronic""]","[""electronic"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
