stable_track_id,spotify_track_id,expected_title,expected_artists,expected_album,expected_release_year,case_tags,case_rationale,query,candidate_1_url,candidate_1_video_id,candidate_1_title,candidate_1_uploader,candidate_1_channel,candidate_1_duration_seconds,candidate_1_availability,candidate_1_live_status,candidate_1_description,candidate_2_url,candidate_2_video_id,candidate_2_title,candidate_2_uploader,candidate_2_channel,candidate_2_duration_seconds,candidate_2_availability,candidate_2_live_status,candidate_2_description,candidate_3_url,candidate_3_video_id,candidate_3_title,candidate_3_uploader,candidate_3_channel,candidate_3_duration_seconds,candidate_3_availability,candidate_3_live_status,candidate_3_description,candidate_4_url,candidate_4_video_id,candidate_4_title,candidate_4_uploader,candidate_4_channel,candidate_4_duration_seconds,candidate_4_availability,candidate_4_live_status,candidate_4_description,candidate_5_url,candidate_5_video_id,candidate_5_title,candidate_5_uploader,candidate_5_channel,candidate_5_duration_seconds,candidate_5_availability,candidate_5_live_status,candidate_5_description,review_label,optional_note
s5b1a_011,,Lose Yourself,Eminem,8 Mile,2002,hip_hop | many_unofficial_uploads | version_ambiguity,"Popular hip-hop track with soundtrack, lyric, clean, explicit, and unofficial uploads.","""Eminem"" ""Lose Yourself"" official",https://www.youtube.com/watch?v=xFYQQPAOz7Y,xFYQQPAOz7Y,Eminem - Lose Yourself,EminemMusic,EminemMusic,328.0,,,Eminem - Lose Yourself https://www.eminem.com/ https://www.facebook.com/eminem https://twitter.com/eminem ...,https://www.youtube.com/watch?v=7YuAzR2XVAM,7YuAzR2XVAM,Eminem - Lose Yourself (Official Video) (Explicit),EminemExplicit,EminemExplicit,329.0,,,Lose Yourself by Eminem. (C) 2002 Eight Mile Style/Shady/Interscope Records. #Eminem #LoseYourself.,https://www.youtube.com/watch?v=tR1ECf4sEpw,tR1ECf4sEpw,Eminem - Lose Yourself (Lyrics),7clouds,7clouds,321.0,,,Follow 7clouds on Spotify : http://bit.ly/7CLOUDS Eminem - Lose Yourself (Lyrics) ⏬ Download / Stream: ...,https://www.youtube.com/watch?v=_Yhyp-_hX2s,_Yhyp-_hX2s,Eminem - Lose Yourself [HD],msvogue23,msvogue23,324.0,,,feat. Eminem from the movie 8 MILE No copyright infringement intended. All contents belong to its rightful owners. This is for ...,https://www.youtube.com/watch?v=Wj7lL6eDOqc,Wj7lL6eDOqc,"Lose Yourself (From ""8 Mile"" Soundtrack)",EminemMusic,EminemMusic,322.0,,,"Provided to YouTube by Universal Music Group Lose Yourself (From ""8 Mile"" Soundtrack) · Eminem Curtain Call: The Hits ℗ 2002 ...",,
s5b1a_012,,Mr. Brightside,The Killers,Hot Fuss,2004,rock_alternative | many_covers | older_popular_recording,"Long-lived rock/alternative hit with covers, live versions, and remixes.","""The Killers"" ""Mr. Brightside"" official",https://www.youtube.com/watch?v=gGdGFtwCNBE,gGdGFtwCNBE,The Killers - Mr. Brightside (Official Music Video),TheKillersMusic,TheKillersMusic,228.0,,,"Music video by The Killers performing Mr. Brightside (4:3, Version 2, 11/22/04).© 2004 The Island Def Jam Music Group.",https://www.youtube.com/watch?v=j8tZs6G_h7U,j8tZs6G_h7U,The Killers - Mr Brightside (Lyrics),Lost Panda,Lost Panda,224.0,,,Welcome to Lost Panda “The Killers - Mr Brightside” Lyrics / Lyric Video by Lost Panda ⏬ Stream “The Killers - Mr Brightside” ...,https://www.youtube.com/watch?v=yVLRhZiZ5Wc,yVLRhZiZ5Wc,The Killers  - Mr  Brightside - 4K UHD! (official music video Upscaled to 4K),Rock Preservation Society,Rock Preservation Society,228.0,,,https://buymeacoffee.com/rock_preservation_society Please help support the channel and Buy Me a Coffee! Please support these ...,https://www.youtube.com/watch?v=pvIJyRkS9y0,pvIJyRkS9y0,Mr. Brightside HQ (The Killers),Dank Music Channel,Dank Music Channel,224.0,,,Subscribe For More!,https://www.youtube.com/watch?v=xSUoqHrqXFA,xSUoqHrqXFA,"The Killers - ""Mr. Brightside"" Live From The Royal Albert Hall 2009",Walter Tan,Walter Tan,373.0,,,"""Mr. Brightside"" is a song by an American New Wave, indie rock band The Killers from Las Vegas, Nevada. It is the 2nd single ...",,
s5b1a_013,,Thinkin Bout You,Frank Ocean,channel ORANGE,2012,r_and_b | many_unofficial_uploads,Popular R&B studio recording with frequent unofficial and lyric uploads.,"""Frank Ocean"" ""Thinkin Bout You"" official",https://www.youtube.com/watch?v=6JHu3b-pbh8,6JHu3b-pbh8,Thinkin Bout You,Blonded,Blonded,201.0,,,Provided to YouTube by Universal Music Group Thinkin Bout You · Frank Ocean channel ORANGE ℗ 2012 The Island Def Jam ...,https://www.youtube.com/watch?v=aWUWC21_HE8,aWUWC21_HE8,"Frank Ocean— Thinkin Bout You Live on SNL, Full performance",I am bald so what?,I am bald so what?,219.0,,,Full performance.,https://www.youtube.com/watch?v=F-6OLCvO7MA,F-6OLCvO7MA,Frank Ocean - Thinkin’ bout you  (Lyrics),Luuuldoc Lyrics,Luuuldoc Lyrics,202.0,,,,https://www.youtube.com/watch?v=pzVRDbJFkdk,pzVRDbJFkdk,Frank Ocean - Thinking About You [OFFICIAL VIDEO],fearofgod2,fearofgod2,240.0,,,Frank Ocean - Thinking About You [OFFICIAL VIDEO],https://www.youtube.com/watch?v=qOY3fa2pE14,qOY3fa2pE14,Frank Ocean -Thinkin Bout You 2012 MTV Performance Live,STREETWIZE MUSIC GROUP,STREETWIZE MUSIC GROUP,212.0,,,,,
s5b1a_014,,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,2022,latin | diacritics | global_crossover,Latin hit exercises non-ASCII title punctuation and language-independent URL discovery.,"""Bad Bunny"" ""Tití Me Preguntó"" official",https://www.youtube.com/watch?v=Cr8K88UcO0s,Cr8K88UcO0s,Bad Bunny - Tití Me Preguntó (Official Video) | Un Verano Sin Ti,Bad Bunny,Bad Bunny,291.0,,,"Bad Bunny -Tití Me Preguntó 
Un Verano Sin Ti - https://www.unveranosinti.com/  

World's Hottest Tour - https ...",https://www.youtube.com/watch?v=qBUKfQRbzuk,qBUKfQRbzuk,Bad Bunny - Tití Me Preguntó (La Letra / Lyrics),BagOnly,BagOnly,244.0,,,Bad Bunny - Tití Me Preguntó (La Letra / Lyrics) Subscribe and turn on notifications to stay updated with new uploads.,https://www.youtube.com/watch?v=XxQgfs2eRKY,XxQgfs2eRKY,BAD BUNNY-TITI ME PREGUNTO HQ,omar villalobos sanchez,omar villalobos sanchez,271.0,,,,https://www.youtube.com/watch?v=1ZJCDGUGc1o,1ZJCDGUGc1o,Titi Me Pregunto - Bad Bunny (Audio/Estudio) 2022,JRMUSIC,JRMUSIC,244.0,,,"JRMUSIC ¡Gracias por ver! ¡Que tengas un buen día! No se olvide de gustar, comentar, compartir y suscribirse a mi canal ...",https://www.youtube.com/watch?v=YAhvetDD4Gg,YAhvetDD4Gg,"🎵 Bad Bunny - Tití Me Preguntó   Romeo Santos, Sebastián Yatra (Letra Lyrics)",Taj Muhmmad,Taj Muhmmad,1159.0,,,,,
s5b1a_015,,Tennessee Whiskey,Chris Stapleton,Traveller,2015,country | many_covers | ambiguous_title,Country recording with a common title and an unusually dense cover ecosystem.,"""Chris Stapleton"" ""Tennessee Whiskey"" official",https://www.youtube.com/watch?v=IBLruNfUqUs,IBLruNfUqUs,Chris Stapleton - Tennessee Whiskey (Austin City Limits Performance),Chris Stapleton,Chris Stapleton,274.0,,,Listen to “From A Room: Volume 2” http://strm.to/FromARoom2YD Sign up to receive email updates from Chris Stapleton: ...,https://www.youtube.com/watch?v=4zAThXFOy2c,4zAThXFOy2c,Chris Stapleton - Tennessee Whiskey (Official Audio),Chris Stapleton,Chris Stapleton,294.0,,,Purchase Chris Stapleton's latest music: http://umgn.us/chrisstapletonpurchase Stream the latest from Chris Stapleton: ...,https://www.youtube.com/watch?v=eRyq3oGqXTQ,eRyq3oGqXTQ,Chris Stapleton & Justin Timberlake 's Epic Performance | Tennessee Whiskey & Drink You Away,Dennis Mellon,Dennis Mellon,470.0,,,Purchase Chris Stapleton on vinyl at Amazon - https://amzn.to/3UKNxTV -Purchase Justin Timberlake on vinyl at Amazon ...,https://www.youtube.com/watch?v=3Nl2rdaddKw,3Nl2rdaddKw,"Chris Stapleton, Justin Timberlake - Tennessee Whiskey / Drink You Away | CMA Awards 2015",Chris Stapleton and 2 more,Chris Stapleton and 2 more,474.0,,,Chris Stapleton and Justin Timberlake perform a medley of “Tennessee Whiskey” and “Drink You Away” live from the 49th Country ...,https://www.youtube.com/watch?v=_j5dQshrD5Y,_j5dQshrD5Y,Chris Stapleton - Tennessee Whiskey (Lyrics),CountryHype,CountryHype,294.0,,,Chris Stapleton - Tennessee Whiskey Stream/Download: http://umgn.us/chrisstapletonstream Follow Chris Stapleton: ...,,
s5b1a_016,,Dynamite,BTS,BE,2020,k_pop | global_crossover | many_official_variants,"K-pop/global crossover with official video, choreography, performance, and lyric variants.","""BTS"" ""Dynamite"" official",https://www.youtube.com/watch?v=gdZLi9oWNZg,gdZLi9oWNZg,BTS (방탄소년단) 'Dynamite' Official MV,HYBE LABELS,HYBE LABELS,224.0,,,BTS (방탄소년단) 'Dynamite' Official MV Credits: Director: Yong Seok Choi (Lumpens) Assistant Director: Jihye Yoon (Lumpens) ...,https://www.youtube.com/watch?v=kK29Q_LpVUw,kK29Q_LpVUw,BTS - Dynamite (Lyrics),7clouds K-pop,7clouds K-pop,206.0,,,Follow the official 7clouds playlist on Spotify: http://spoti.fi/2SJsUcZ ​   BTS - Dynamite (Lyrics) ⏬ Download / Stream: ...,https://www.youtube.com/watch?v=BflFNMl_UWY,BflFNMl_UWY,BTS (방탄소년단) 'Dynamite' Official MV (Choreography ver.),HYBE LABELS,HYBE LABELS,206.0,,,BTS 방탄소년단 'Dynamite' Official MV (Choreography ver.) Credits: Director: Yong Seok Choi (Lumpens) Assistant Director: Jihye ...,https://www.youtube.com/watch?v=BV2FdDmGiW0,BV2FdDmGiW0,BTS (방탄소년단) 'Dynamite' Official MV (B-side),HYBE LABELS,HYBE LABELS,228.0,,,BTS (방탄소년단) 'Dynamite' Official MV (B-side) Credits: Director: Yong Seok Choi (Lumpens) Assistant Director/Edit: Jihye Yoon ...,https://www.youtube.com/watch?v=e81ad5MpfQ0,e81ad5MpfQ0,BTS (방탄소년단) 'Dynamite' @ America's Got Talent 2020,BANGTANTV,BANGTANTV,202.0,,,Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighit http://twitter.com/BTS_twt ...,,
s5b1a_017,,This Is America,Childish Gambino,,2018,official_video_differs | hip_hop | video_first_release,The famous official video is semantically important and differs from a plain audio presentation.,"""Childish Gambino"" ""This Is America"" official",https://www.youtube.com/watch?v=VYOjWnS4cMY,VYOjWnS4cMY,Childish Gambino - This Is America (Official Video),Donald Glover,Donald Glover,245.0,,,"Official Video for ""This Is America"" by Childish Gambino Listen to Childish Gambino: https://ChildishGambino.lnk.to/listenYD ...",https://www.youtube.com/watch?v=Q6DlcfacMos,Q6DlcfacMos,Childish Gambino - This Is America (Lyrics),FutureHype,FutureHype,226.0,,,Please register to vote: https://vote.gov/ Stream Childish Gambino - This Is America: http://smarturl.it/TcIgA ⚡ Submit your music ...,https://www.youtube.com/watch?v=ddJqNY__9U8,ddJqNY__9U8,This Is America,Donald Glover,Donald Glover,226.0,,,Provided to YouTube by Wolf+Rothstein/RCA Records This Is America · Childish Gambino This Is America ℗ 2018 mcDJ ...,https://www.youtube.com/watch?v=Nthue7DKh-k,Nthue7DKh-k,Guava Island - This is America,Josué Santos,Josué Santos,159.0,,,Vídeo retirado do filme Guava Island disponível no Amazon Prime Vídeo.,https://www.youtube.com/watch?v=9_LIP7qguYw,9_LIP7qguYw,Hidden Meanings Behind Childish Gambino's 'This Is America' Video Explained,Insider,Insider,291.0,,,Childish Gambino's 'This Is America' has become an overnight cultural phenomenon. The internet was quick to point out tons of ...,,
s5b1a_018,,Somebody That I Used to Know,Gotye | Kimbra,Making Mirrors,2011,multiple_artists | many_covers | alternative_pop,"Multi-artist crossover hit with many covers, parodies, and lyric uploads.","""Gotye"" ""Somebody That I Used to Know"" official",https://www.youtube.com/watch?v=8UVNT4wvIGY,8UVNT4wvIGY,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],Gotye,Gotye,244.0,,,"The official music video for “Somebody That I Used To Know” by Gotye, featuring Kimbra. From the album Making Mirrors. Get the ...",https://www.youtube.com/watch?v=6YzGOq42zLk,6YzGOq42zLk,"Gotye performing ""Somebody That I Used To Know"" Live on KCRW",KCRW,KCRW,248.0,,,"Australian singer Gotye has become an international sensation with his haunting song, ""Someone that I Used to Know."" He makes ...",https://www.youtube.com/watch?v=jYlyFIRGaIE,jYlyFIRGaIE,"Gotye, Kimbra - Somebody That I Used To Know (Sub. Español + Lyrics)",LyricHype,LyricHype,245.0,,,"Gotye, Kimbra - Somebody That I Used To Know Stream/Download: (Lyrics): [Verse 1: Gotye] Now and then, I think of when we ...",https://www.youtube.com/watch?v=E87JdbqStx8,E87JdbqStx8,"Gotye “Somebody That I Used To Know"" (ft. The Basics & Monty Cotton) [Official Video]",The Basics,The Basics,279.0,,,"Unrehearsed and improvised, filmed on location at the Northcote Social Club, VIC Australia as part of The Songroom.",https://www.youtube.com/watch?v=2FZZK8gBBOI,2FZZK8gBBOI,Gotye - Somebody That I Used to Know (2015 Remaster),Failed Astral Projection,Failed Astral Projection,245.0,,,"Remastered from standard CD source. 1. iZotope RX2 EQ 2. iZotope Ozone 5 (dynamics, stereo imaging, exciter)",,
s5b1a_019,,Roses - Imanbek Remix,SAINt JHN | Imanbek,,2019,actual_remix | version_markers | electronic,The intended commercial target is explicitly a remix rather than the similarly named original.,"""SAINt JHN"" ""Roses - Imanbek Remix"" official",https://www.youtube.com/watch?v=2zToEPpFEN8,2zToEPpFEN8,SAINt JHN - Roses (Imanbek Remix) (Official Music Video),SAINt JHN,SAINt JHN,178.0,,,SAINt JHN - Roses (Imanbek Remix) (Ghetto Lenny One Takes) [Lyric Video] Stream/Download/Buy: ...,https://www.youtube.com/watch?v=ele2DMU49Jk,ele2DMU49Jk,"SAINt JHN - ""Roses"" Imanbek Remix (Official Audio)",SAINt JHN,SAINt JHN,171.0,,,Stream: https://apple.co/38tlxem #SaintJhn #Gorgeous #WhileTheWorldWasBurning #Future #Kehlani #KanyeWest #JID ...,https://www.youtube.com/watch?v=jOMHWVv0xX4,jOMHWVv0xX4,SAINt JHN - ROSES (Official Music Video) Imanbek Remix,Marvellous,Marvellous,192.0,,,... Vova Kabus Natasha Zhdan Maria Cherepantseva saint jhn roses imanbek remix imanbek – roses remix marvelous saint jhn ...,https://www.youtube.com/watch?v=7cc9RimA6dE,7cc9RimA6dE,SAINt JHN - Roses (Lyrics) Imanbek Remix,The Vibe Guide,The Vibe Guide,240.0,,,SAINt JHN - Roses (Imanbek Remix) For more quality music subscribe here ➡ http://po.st/thvbgd We're on Spotify ...,https://www.youtube.com/watch?v=PMM-zuwIVS4,PMM-zuwIVS4,"SAINt JHN - ""Roses"" Remix ft. Future (Official Music Video)",SAINt JHN,SAINt JHN,195.0,,,'While The World Was Burning' Pre-Order Available Now: https://saintjhn.lnk.to/WhileTheWorldWasBurning #SaintJhn #Gorgeous ...,,
s5b1a_020,,Fix You - Live in Buenos Aires,Coldplay,Live in Buenos Aires,2018,actual_live_recording | version_markers | rock_alternative,"The intended target is an actual official live recording, reversing the usual live-version risk.","""Coldplay"" ""Fix You - Live in Buenos Aires"" official",https://www.youtube.com/watch?v=IMvQDXNi3M4,IMvQDXNi3M4,Fix You (Live in Buenos Aires),Coldplay,Coldplay,328.0,,,Provided to YouTube by Parlophone UK Fix You (Live in Buenos Aires) · Coldplay Fix You ℗ under exclusive licence to ...,https://www.youtube.com/watch?v=-1Ttaie2ncY,-1Ttaie2ncY,COLDPLAY - FIX YOU (Live in Buenos Aires 2022),Diego Calizaya,Diego Calizaya,316.0,,,Coldplay sings fix you at River plate.,https://www.youtube.com/watch?v=TZOfRzAoGPE,TZOfRzAoGPE,Fix You - Coldplay “Live in Buenos Aires Cinema”,Karen Culzoni,Karen Culzoni,299.0,,,,https://www.youtube.com/watch?v=9_cDX9lt0to,9_cDX9lt0to,Fix You (Live),Coldplay,Coldplay,301.0,,,"Provided to YouTube by Parlophone Records Limited Fix You (Live) · Coldplay Live 2012 ℗ 2012 Parlophone Records Ltd, ...",https://www.youtube.com/watch?v=8FVZN0NUJKA,8FVZN0NUJKA,"Coldplay - Fix you - Live In Buenos Aires, Argentina (25/10/2022)",Agustín Miranda,Agustín Miranda,277.0,,,"Coldplay Music Of The Spheres World Tour 2022 Live in Buenos Aires, Argentina 25/10/2022 #ColdplayBuenosAires ...",,
s5b1a_021,,GANGNAM STYLE,PSY,"PSY 6 (Six Rules), Pt. 1",2012,global_crossover | k_pop | many_performance_variants,"Global crossover with capitalization, non-English context, and many dance/performance uploads.","""PSY"" ""GANGNAM STYLE"" official",https://www.youtube.com/watch?v=9bZkp7q19f0,9bZkp7q19f0,PSY - GANGNAM STYLE(강남스타일) M/V,officialpsy,officialpsy,253.0,,,PSY - 'I LUV IT' M/V @ https://youtu.be/Xvjnoagk6GU PSY - 'New Face' M/V @https://youtu.be/OwJPPaEyqhI PSY - 8TH ALBUM ...,https://www.youtube.com/watch?v=C6nepAVZK-0,C6nepAVZK-0,Oppa gangnam style (Official Video),oppa gangnam style,oppa gangnam style,253.0,,,опа гангнамстайл набрал больще 1 милиардов просотров!!!,https://www.youtube.com/watch?v=CVxMTl6cUSE,CVxMTl6cUSE,Gangnam Style (강남스타일),officialpsy,officialpsy,220.0,,,Provided to YouTube by Universal Music Group Gangnam Style (강남스타일) · Psy Gangnam Style (강남스타일) ℗ 2012 UMG ...,https://www.youtube.com/watch?v=9HPiBJBCOq8,9HPiBJBCOq8,PSY - 'GANGNAM STYLE(강남스타일)' M/V Making Film,officialpsy,officialpsy,522.0,,,Available on iTunes @ http://Smarturl.it/psygangnam #PSY #싸이 #GANGNAMSTYLE #강남스타일 More about PSY@ ...,https://www.youtube.com/watch?v=DzivgKuhNl4,DzivgKuhNl4,PSY - GANGNAM STYLE (강남스타일) @ Seoul Plaza Live Concert,officialpsy,officialpsy,231.0,,,"PSY's Seoul Plaza Live Concert on October 4, 2012 2012년 10월 4일, 싸이의 서울시청 서울광장 콘서트 Download 6TH STUDIO ...",,
s5b1a_022,,"Sugar, We're Goin Down",Fall Out Boy,From Under the Cork Tree,2005,punctuation_heavy_title | rock_alternative,"Comma, apostrophe, and contraction punctuation stress exact deterministic quoting.","""Fall Out Boy"" ""Sugar, We're Goin Down"" official",https://www.youtube.com/watch?v=uhG-vLZrb-g,uhG-vLZrb-g,"Fall Out Boy - Sugar, We're Goin Down (Official Music Video)",Fall Out Boy,Fall Out Boy,230.0,,,"Official video for Fall Out Boy “Sugar, We're Goin Down” from the 2005 album, From Under the Cork Tree. Listen to Fall Out Boy: ...",https://www.youtube.com/watch?v=H_IEIG57FRc,H_IEIG57FRc,"Fall Out Boy - Sugar, We're Goin Down (Lyrics)",7clouds Rock,7clouds Rock,228.0,,,"Follow the official 7clouds playlist on Spotify : http://spoti.fi/2SJsUcZ ​   Fall Out Boy - Sugar, We're Goin Down (Lyrics) ...",https://www.youtube.com/watch?v=5jrAbUvYzSU,5jrAbUvYzSU,"Fall Out Boy - Sugar, We're Goin Down [Album Version]",FallOutBoyLibrary,FallOutBoyLibrary,230.0,,,,https://www.youtube.com/watch?v=_KZSVAwqBpc,_KZSVAwqBpc,"Fall Out Boy - Sugar, We're Goin' Down (Boys Of Zummer Live In Chicago)",Fall Out Boy,Fall Out Boy,216.0,,,iTunes ▻ http://smarturl.it/FALLOUTBOYITUNES BluRay ▻ http://smarturl.it/FALLOUTBOYBR DVD ...,https://www.youtube.com/watch?v=cNxtK20qzI8,cNxtK20qzI8,"Fall Out Boy - Sugar, We're Goin Down (Audio)",songopedia,songopedia,230.0,,,"""Sugar, We're Goin' Down"" is a song by American rock band Fall Out Boy, as the lead single from their second album, From Under ...",,
s5b1a_023,,Telephone,Lady Gaga | Beyoncé,The Fame Monster,2009,official_video_duration_differs | multiple_artists | pop,The official music video is much longer than the studio track and competes with audio uploads.,"""Lady Gaga"" ""Telephone"" official",https://www.youtube.com/watch?v=EVBsypHzF3U,EVBsypHzF3U,Lady Gaga - Telephone ft. Beyoncé (Official Music Video) ft. Beyoncé,Lady Gaga,Lady Gaga,571.0,,,MAYHEM OUT NOW http://ladygaga.com Follow Lady Gaga: Facebook: https://www.facebook.com/ladygaga Instagram: ...,https://www.youtube.com/watch?v=Zwnvgz3ey78,Zwnvgz3ey78,Lady Gaga - Telephone ft. Beyoncé (Audio),GagaTube GagaTube,GagaTube GagaTube,221.0,,,,https://www.youtube.com/watch?v=1Ea8Rj2wQ2w,1Ea8Rj2wQ2w,Lady Gaga - Telephone (Lyrics) Ft. Beyoncé,Watermelon Music and bemu,Watermelon Music and bemu,221.0,,,"Lady Gaga - Telephone Ft. Beyoncé (Lyrics) Stream “Telephone"" by Lady Gaga: ...",https://www.youtube.com/watch?v=2hsUXhlNbMs,2hsUXhlNbMs,Lady GaGa - Telephone Feat Beyoncé Official Video,LadyGaGaTheFame3,LadyGaGaTheFame3,243.0,,,"Telephone"" is a song by American recording artist Lady Gaga from her second studio album The Fame Monster, featuring ...",https://www.youtube.com/watch?v=mygvlCtu_cM,mygvlCtu_cM,Lady Gaga - Telephone (Featuring Beyoncé),musiclover11,musiclover11,221.0,,,,,
s5b1a_024,,HUMBLE.,Kendrick Lamar,DAMN.,2017,punctuation_heavy_title | explicit_version | hip_hop,All-caps title with terminal punctuation and explicit/clean variants.,"""Kendrick Lamar"" ""HUMBLE."" official",https://www.youtube.com/watch?v=tvTRZJ-4EyI,tvTRZJ-4EyI,Kendrick Lamar - HUMBLE.,Kendrick Lamar,Kendrick Lamar,184.0,,,"Kendrick Lamar DAMN. Available now http://smarturl.it/DAMN Prod: Anthony ""Top Dawg"" Tiffith, Dave Free Nathan K. Scherrer, ...",https://www.youtube.com/watch?v=ov4WobPqoSA,ov4WobPqoSA,HUMBLE.,Kendrick Lamar,Kendrick Lamar,177.0,,,Provided to YouTube by Universal Music Group HUMBLE. · Kendrick Lamar DAMN. COLLECTORS EDITION. ℗ 2017 ...,https://www.youtube.com/watch?v=jBvrQmtn4aQ,jBvrQmtn4aQ,Kendrick Lamar - HUMBLE. (Lyrics),7clouds,7clouds,178.0,,,Follow the official 7clouds playlist on Spotify : http://spoti.fi/2SJsUcZ ​   Kendrick Lamar - HUMBLE. (Lyrics) ⏬ Download ...,https://www.youtube.com/watch?v=ZZxHN6hpoeQ,ZZxHN6hpoeQ,HUMBLE - Kendrick Lamar (DAMN),Kendrick Lamar Spotlight,Kendrick Lamar Spotlight,178.0,,,"For Music Promotion, visit https://motionmarketingusa.com/music-promotion/ Instagram - http://bit.ly/KDotSpotlightIG Twitter ...",https://www.youtube.com/watch?v=qb1BxDy1ack,qb1BxDy1ack,Kendrick Lamar - HUMBLE. [가사/해석/번역] (Official Music Video),HipopMedia,HipopMedia,184.0,,,본 채널은 수익을 창출하지 않습니다. #kendrick #kendricklamar #humble #가사 #lyrics.,,
s5b1a_025,,Espresso,Sabrina Carpenter,Short n' Sweet,2024,straightforward_major_hit | recent_release | pop,Recent straightforward pop hit checks that the frozen set is not limited to legacy catalog behavior.,"""Sabrina Carpenter"" ""Espresso"" official",https://www.youtube.com/watch?v=eVli-tstM5E,eVli-tstM5E,Sabrina Carpenter - Espresso,Sabrina Carpenter,Sabrina Carpenter,201.0,,,"Music video by Sabrina Carpenter performing Espresso.© 2024 Island Records, a division of UMG Recordings, Inc.",https://www.youtube.com/watch?v=51zjlMhdSTE,51zjlMhdSTE,Sabrina Carpenter - Espresso (Official Audio),Sabrina Carpenter,Sabrina Carpenter,176.0,,,Stream “Espresso” here: https://SabrinaCarpenter.lnk.to/Espresso Short n' Sweet the album: ...,https://www.youtube.com/watch?v=4h0a1NCeC14,4h0a1NCeC14,Sabrina Carpenter - Espresso,LatinHype,LatinHype,176.0,,,Sabrina Carpenter - Espresso » Descargar: https://SabrinaCarpenter.lnk.to/Espresso » Apoyo Sabrina Carpenter: ...,https://www.youtube.com/watch?v=hY0EIX_E918,hY0EIX_E918,Sabrina Carpenter - Espresso (Official Music Video),BeatStream,BeatStream,271.0,,,"Get ready to be hooked on Sabrina Carpenter's latest sensation, ""Espresso."" Watch the official music video and experience the ...",https://www.youtube.com/watch?v=aB86Ub8dubQ,aB86Ub8dubQ,Espresso,Sabrina Carpenter,Sabrina Carpenter,176.0,,,"Provided to YouTube by Universal Music Group Espresso · Sabrina Carpenter Espresso ℗ 2024 Island Records, a division of ...",,
