review_schema_version,benchmark_id,spotify_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,discovery_mode,query_variant_index,query_artist,search_query,youtube_rank,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,candidate_description,candidate_review_label,candidate_note,track_note
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_004,0wFU2pYHZi45Ws1VD6aSJX,jellyous,ILLIT,bomb,163.243,2025,PRIMARY_MULTI_ARTIST,0,,jellyous ILLIT,2,E5joqiTD0ws,https://www.youtube.com/watch?v=E5joqiTD0ws,ILLIT (아일릿) ‘jellyous’ Dance Practice,ILLIT,ILLIT,172.0,18259840,ILLIT #아일릿 #ILLIT_bomb #jellyous #젤리어스 Connect with ILLIT ILLIT Weverse: https://www.weverse.io/illit Official YouTube: ...,UNCERTAIN,Official dance-practice presentation; metadata does not establish canonical recording equivalence.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_004,0wFU2pYHZi45Ws1VD6aSJX,jellyous,ILLIT,bomb,163.243,2025,PRIMARY_MULTI_ARTIST,0,,jellyous ILLIT,3,ICtMfn4TD9g,https://www.youtube.com/watch?v=ICtMfn4TD9g,ILLIT - jellyous (Lyrics),7clouds K-pop,7clouds K-pop,164.0,760986,Follow the official 7clouds playlist on Spotify: http://spoti.fi/2SJsUcZ ​   ILLIT - jellyous (Lyrics) ⏬ Download / Stream: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_005,2pEqYc2mW69zcXkt3eV4c4,Looking at stock photos of tropical islands on my computer,City Girl,"I don't know why I feel ok right now, but it's nice",135.0,2025,PRIMARY_MULTI_ARTIST,0,,Looking at stock photos of tropical islands on my computer City Girl,1,83O958Gb1B4,https://www.youtube.com/watch?v=83O958Gb1B4,Looking at stock photos of tropical islands on my computer,City Girl,City Girl,135.0,11339,Provided to YouTube by DistroKid Looking at stock photos of tropical islands on my computer · City Girl · Woodrow Yeakel ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_005,2pEqYc2mW69zcXkt3eV4c4,Looking at stock photos of tropical islands on my computer,City Girl,"I don't know why I feel ok right now, but it's nice",135.0,2025,PRIMARY_MULTI_ARTIST,0,,Looking at stock photos of tropical islands on my computer City Girl,2,p0nMDSyOJWI,https://www.youtube.com/watch?v=p0nMDSyOJWI,"City Girl ~ I don't know why I feel ok right now, but it's nice [Full album]",City Girl,City Girl,2152.0,210402,22:42 Looking at stock photos of tropical islands on my computer 10. 24:57 The kangaroo plushie on my desk makes me want to ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_005,2pEqYc2mW69zcXkt3eV4c4,Looking at stock photos of tropical islands on my computer,City Girl,"I don't know why I feel ok right now, but it's nice",135.0,2025,PRIMARY_MULTI_ARTIST,0,,Looking at stock photos of tropical islands on my computer City Girl,3,ih6izucm5HE,https://www.youtube.com/watch?v=ih6izucm5HE,Newborn Girl Holding Mommys Hand - (people) Stock Footage | Mega Pack +40 items,After Effects Templates,After Effects Templates,823.0,16,Download now: Newborn Girl Holding Mommys Hand - (people) http://q.gs/ETlGb Download now: Flight Over Desert - (nature) ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_006,4vjNZzId9jEI0VZHAE6xzH,Palette,City Girl,Neon Impasse,208.941,2018,PRIMARY_MULTI_ARTIST,0,,Palette City Girl,1,JqgPhgOqWo8,https://www.youtube.com/watch?v=JqgPhgOqWo8,Palette,City Girl,City Girl,209.0,861243,Provided to YouTube by DistroKid Palette · City Girl Neon Impasse ℗ City Girl Records Released on: 2018-07-02 Auto-generated ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_006,4vjNZzId9jEI0VZHAE6xzH,Palette,City Girl,Neon Impasse,208.941,2018,PRIMARY_MULTI_ARTIST,0,,Palette City Girl,2,X_JXXVbiB00,https://www.youtube.com/watch?v=X_JXXVbiB00,city girl - ji-eun's sunset,paletteism,paletteism,169.0,1280,Support city girl: Soundcloud: https://soundcloud.com/citygrl Spotify: https://spoti.fi/2z9NHL6 Instagram: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_006,4vjNZzId9jEI0VZHAE6xzH,Palette,City Girl,Neon Impasse,208.941,2018,PRIMARY_MULTI_ARTIST,0,,Palette City Girl,3,dBzCK8pu0EA,https://www.youtube.com/watch?v=dBzCK8pu0EA,lofi for a cute date with the plain doll | city girl,City Girl,City Girl,2755.0,21562,art: 'the doll' by vickisigh ➤ https://vickisigh.bigcartel.com/product/the-doll ⭐ music: city girl ➤ https://city-girl.carrd.co/ ⭐ spotify ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_007,2oRNyf4qlAzGz6LljMcDJp,cliche,2hollis,whiplash / cliche,179.215,2023,PRIMARY_MULTI_ARTIST,0,,cliche 2hollis,1,46JG3ZpRaRc,https://www.youtube.com/watch?v=46JG3ZpRaRc,2hollis - cliche (official audio),2hollis,2hollis,180.0,663015,prod + mix + master : 2hollis written by 2hollis stream whiplash / cliche: https://ffm.to/whiplash_cliche instagram: ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_007,2oRNyf4qlAzGz6LljMcDJp,cliche,2hollis,whiplash / cliche,179.215,2023,PRIMARY_MULTI_ARTIST,0,,cliche 2hollis,2,KbJVIlv352k,https://www.youtube.com/watch?v=KbJVIlv352k,2hollis - cliche (lyrics),secre swallow†ail,secre swallow†ail,180.0,30744,prod by 2hollis.,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_007,2oRNyf4qlAzGz6LljMcDJp,cliche,2hollis,whiplash / cliche,179.215,2023,PRIMARY_MULTI_ARTIST,0,,cliche 2hollis,3,EZn43ts94o8,https://www.youtube.com/watch?v=EZn43ts94o8,cliche - 2hollis | music video,coffeeoak,coffeeoak,191.0,3339,cliche - 2hollis | music video directed by stuart askin edited/vx by stuart askin starring owen parreno & ishtar jaoudy this is not my ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_008,6nC77RGFVFjeN1CmXO6VF1,Dreamt of You,.Uzu | Slipfunc,Dreamt of You,300.0,2020,PRIMARY_MULTI_ARTIST,0,,Dreamt of You .Uzu Slipfunc,1,uTiZvtOyDho,https://www.youtube.com/watch?v=uTiZvtOyDho,Dreamt of You (feat. Slipfunc),.Uzu - Topic,.Uzu - Topic,300.0,41288,Provided to YouTube by DistroKid Dreamt of You (feat. Slipfunc) · .Uzu · Slipfunc · slipfunc Dreamt of You (feat. Slipfunc) ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_008,6nC77RGFVFjeN1CmXO6VF1,Dreamt of You,.Uzu | Slipfunc,Dreamt of You,300.0,2020,PRIMARY_MULTI_ARTIST,0,,Dreamt of You .Uzu Slipfunc,2,Mu3aEEvmxZQ,https://www.youtube.com/watch?v=Mu3aEEvmxZQ,Uzu - dreamt of you (w/ slipfunc),puritywaves🌊,puritywaves🌊,301.0,2039,美学 Bigaku The creation of art and beauty. Subscribe now ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_008,6nC77RGFVFjeN1CmXO6VF1,Dreamt of You,.Uzu | Slipfunc,Dreamt of You,300.0,2020,PRIMARY_MULTI_ARTIST,0,,Dreamt of You .Uzu Slipfunc,3,lgqCK2HJwUg,https://www.youtube.com/watch?v=lgqCK2HJwUg,.uzu - dreamt of you (w/ slipfunc),paletteism,paletteism,301.0,7892,Support .uzu: Soundcloud: https://soundcloud.com/tsuki_uzu Spotify: https://spoti.fi/2uJzfJw Instagram: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_009,1OyakDSOcvuZjvESJxri3w,i love u,moon tang,WATER COMES OUT OF MY EYES,214.003,2023,PRIMARY_MULTI_ARTIST,0,,i love u moon tang,1,aDlKWA3rIF0,https://www.youtube.com/watch?v=aDlKWA3rIF0,moon tang - i love u (official video),moon tang,moon tang,226.0,182277,Listen to 'i love u' here: https://moontang.lnk.to/iloveu/ Follow moon tang: https://www.instagram.com/moonstyles_/ ______ Lyrics: ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_009,1OyakDSOcvuZjvESJxri3w,i love u,moon tang,WATER COMES OUT OF MY EYES,214.003,2023,PRIMARY_MULTI_ARTIST,0,,i love u moon tang,2,5mQZn9nwuD8,https://www.youtube.com/watch?v=5mQZn9nwuD8,2025-05-02 moon tang - i love u @ moon tang '25' live 2025,Tomtom,Tomtom,222.0,66,moon tang - i love u @ moon tang '25' live 2025.,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_009,1OyakDSOcvuZjvESJxri3w,i love u,moon tang,WATER COMES OUT OF MY EYES,214.003,2023,PRIMARY_MULTI_ARTIST,0,,i love u moon tang,3,Fw4m0jQsoug,https://www.youtube.com/watch?v=Fw4m0jQsoug,moon tang - i hate u (official video),moon tang,moon tang,180.0,444678,nobody hates you like I do” is prolly one of the most infp thing to say ( _ᵒ̴̶̷̣̥̀ )!! hugs to everyone who feels the same ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_010,3eh51r6rFWAlGQRlHx9QnQ,Push Ups,Drake,Push Ups,232.774,2024,PRIMARY_MULTI_ARTIST,0,,Push Ups Drake,1,HKH9p19PRLA,https://www.youtube.com/watch?v=HKH9p19PRLA,Push Ups,Drake,Drake,233.0,36842509,"Provided to YouTube by Universal Music Group Push Ups · Drake Push Ups ℗ 2024 OVO, under exclusive license to Republic ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_010,3eh51r6rFWAlGQRlHx9QnQ,Push Ups,Drake,Push Ups,232.774,2024,PRIMARY_MULTI_ARTIST,0,,Push Ups Drake,2,DMvaSqDnHl8,https://www.youtube.com/watch?v=DMvaSqDnHl8,"Drake - Push Ups (Lyrics) ""drop and gimme 50""",BagOnly,BagOnly,234.0,5260735,"Drake - Push Ups (Lyrics) ""drop and gimme 50"" drop and gimme fifty Subscribe and turn on notifications to stay updated with ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_010,3eh51r6rFWAlGQRlHx9QnQ,Push Ups,Drake,Push Ups,232.774,2024,PRIMARY_MULTI_ARTIST,0,,Push Ups Drake,3,pmTcwP9vZg4,https://www.youtube.com/watch?v=pmTcwP9vZg4,DRAKE - PUSH UPS  | REACTION MASHUP,REACTORS GOIN' CRAZY | RGC,REACTORS GOIN' CRAZY | RGC,267.0,1309550,To Support The Channel - https://ko-fi.com/rgc101 E-mail - reactorsgoingcrazy@gmail.com https://x.com/RGC_REACTIONS Drop ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_011,6YbtOHm9f3vkpsbYMoCdAr,Find You,Tahoma,Values,177.23,2018,PRIMARY_MULTI_ARTIST,0,,Find You Tahoma,1,OQgLNPI84aM,https://www.youtube.com/watch?v=OQgLNPI84aM,Tahoma - Find You,MrSuicideSheep,MrSuicideSheep,178.0,631457,Tahoma - Find You ⬙ FAVOURITES ON SPOTIFY ⬙ ⇥ http://mrsuicidesheep.com/favourites Find You! Download...,ACCEPTABLE,Correct song and credited artist(s); alternate presentation or third-party upload remains usable.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_011,6YbtOHm9f3vkpsbYMoCdAr,Find You,Tahoma,Values,177.23,2018,PRIMARY_MULTI_ARTIST,0,,Find You Tahoma,2,rtQKWA0zJfA,https://www.youtube.com/watch?v=rtQKWA0zJfA,Tahoma - Find You,College Music,College Music,178.0,39102,"Tahoma - Find You Anyone recognise this one!? Super happy to finally share the first track off Tahoma's latest EP, Values - Out ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_011,6YbtOHm9f3vkpsbYMoCdAr,Find You,Tahoma,Values,177.23,2018,PRIMARY_MULTI_ARTIST,0,,Find You Tahoma,3,vokZBD6UYlw,https://www.youtube.com/watch?v=vokZBD6UYlw,Tahoma - Find You,Nemuri 眠り,Nemuri 眠り,178.0,2256,Yugen Vibes 幽玄 ✨ ✨ Find you by tahoma ✨ Track Name - find you ✨ Artist Name - tahoma ✨ Follow tahoma ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_012,6GCKIBI34mgIgR5vzmws5U,close 2 me,fcj | Ok2222 | MICO,close 2 me,117.0,2025,PRIMARY_MULTI_ARTIST,0,,close 2 me fcj Ok2222 MICO,1,ZLMQ3vikyQ8,https://www.youtube.com/watch?v=ZLMQ3vikyQ8,fcj - close 2 me (w/ ok2222 & MICO),fcj,fcj,119.0,27041,leave me alone lady!!! spotify: https://open.spotify.com/track/6GCKIBI34mgIgR5vzmws5U?si=44fcbdcfc0ff48f0 support / download: ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_012,6GCKIBI34mgIgR5vzmws5U,close 2 me,fcj | Ok2222 | MICO,close 2 me,117.0,2025,PRIMARY_MULTI_ARTIST,0,,close 2 me fcj Ok2222 MICO,2,igDQ1wSy91g,https://www.youtube.com/watch?v=igDQ1wSy91g,close 2 me (feat. MICO),fcj,fcj,117.0,56940,Provided to YouTube by DistroKid close 2 me (feat. MICO) · fcj · Ok2222 · MICO · Francis Pacleb close 2 me (feat. MICO) ℗ fcj ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_012,6GCKIBI34mgIgR5vzmws5U,close 2 me,fcj | Ok2222 | MICO,close 2 me,117.0,2025,PRIMARY_MULTI_ARTIST,0,,close 2 me fcj Ok2222 MICO,3,7MZ1VBgoUI8,https://www.youtube.com/watch?v=7MZ1VBgoUI8,fcj - stay (w/ MICO & ok2222),fcj,fcj,125.0,15765,u ever sadge :( spotify: https://open.spotify.com/track/1rzkFihF7G1h0ThZwrRGEa?si=By56EF1aTDafd3X7dLs7bA support ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_013,02WDt2eCNOU2mt0DF5w678,Heavy (with Lil Uzi Vert),Nigo | Lil Uzi Vert,Heavy,200.425,2022,PRIMARY_MULTI_ARTIST,0,,Heavy (with Lil Uzi Vert) Nigo Lil Uzi Vert,1,Vx-SmmbzEAQ,https://www.youtube.com/watch?v=Vx-SmmbzEAQ,Nigo & Lil Uzi Vert - Heavy (Official Music Video),Nigo,Nigo,234.0,8165241,"Official music video for ""Heavy"", available everywhere now: https://Nigo.lnk.to/IKnowNigo Lyrics: I don't think they ready And I ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_013,02WDt2eCNOU2mt0DF5w678,Heavy (with Lil Uzi Vert),Nigo | Lil Uzi Vert,Heavy,200.425,2022,PRIMARY_MULTI_ARTIST,0,,Heavy (with Lil Uzi Vert) Nigo Lil Uzi Vert,2,lTg9rPV6B-0,https://www.youtube.com/watch?v=lTg9rPV6B-0,Nigo & Lil Uzi Vert - Heavy (Official Lyric Video),Nigo,Nigo,201.0,1262050,"Official lyric video for ""Heavy"", available everywhere now: https://Nigo.lnk.to/Heavy Lyrics: I don't think they ready And I know she ...",ACCEPTABLE,Official lyric video for the exact song and credited artists with matching track duration.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_013,02WDt2eCNOU2mt0DF5w678,Heavy (with Lil Uzi Vert),Nigo | Lil Uzi Vert,Heavy,200.425,2022,PRIMARY_MULTI_ARTIST,0,,Heavy (with Lil Uzi Vert) Nigo Lil Uzi Vert,3,QnJpJIkquas,https://www.youtube.com/watch?v=QnJpJIkquas,Nigo & Lil Uzi Vert - Heavy (Lyrics),Rap City,Rap City,201.0,72239,Nigo & Lil Uzi Vert - Heavy (Lyrics) Subscribe here: http://bit.ly/rapcitysub Follow us on Spotify: https://spoti.fi/2Oj93y1 Stream: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_014,0IJA9KP6rT55jrP1YpTdhx,Out Of Love (feat. Internet Money),Lil Tecca | Internet Money,Virgo World,153.626,2020,PRIMARY_MULTI_ARTIST,0,,Out Of Love (feat. Internet Money) Lil Tecca Internet Money,1,OIf8cwZ6hzE,https://www.youtube.com/watch?v=OIf8cwZ6hzE,Lil Tecca - Out Of Love (Lyrics) Feat. Internet Money,Rap Paradise,Rap Paradise,154.0,51267,Welcome to Paradise Your Home For The Best Rap Music With Lyrics! “Lil Tecca - Out Of Love Feat. Internet Money” Lyrics ...,ACCEPTABLE,Correct song and credited artist(s); alternate presentation or third-party upload remains usable.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_014,0IJA9KP6rT55jrP1YpTdhx,Out Of Love (feat. Internet Money),Lil Tecca | Internet Money,Virgo World,153.626,2020,PRIMARY_MULTI_ARTIST,0,,Out Of Love (feat. Internet Money) Lil Tecca Internet Money,2,quiiXDfYyyM,https://www.youtube.com/watch?v=quiiXDfYyyM,Lil Tecca - Out of Love (Official Music Video),Lil Tecca,Lil Tecca,177.0,35211864,https://LilTecca.lnk.to/OOL Prod. Nick Mira x Taz Taylor x Repko x TheSkyBeats & Saint Luca Directed by: Omar Jones ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_014,0IJA9KP6rT55jrP1YpTdhx,Out Of Love (feat. Internet Money),Lil Tecca | Internet Money,Virgo World,153.626,2020,PRIMARY_MULTI_ARTIST,0,,Out Of Love (feat. Internet Money) Lil Tecca Internet Money,3,SFmnEhHNswU,https://www.youtube.com/watch?v=SFmnEhHNswU,Lil Tecca - Out Of Love (Official Audio),Lil Tecca,Lil Tecca,154.0,6119485,Prod. Nick Mira x Taz Taylor x Repko x TheSkyBeats & Saint Luca OUT EVERYWHERE: https://LilTecca.lnk.to/OOL Text me: +1 ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_015,2bBs57DtsccMV25XpUuBaq,glhf<3,MICO,Internet hometown hero (+DLC),176.326,2025,PRIMARY_MULTI_ARTIST,0,,glhf<3 MICO,1,ZNwY4kP0ycM,https://www.youtube.com/watch?v=ZNwY4kP0ycM,MICO – glhfᐸ3 [official video],MICO,MICO,182.0,864196,Stream / download 'glhfᐸ3' here: https://stem.ffm.to/glhf See me on tour: https://micotoronto.com/tour Video directed by Adit Dixit ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_015,2bBs57DtsccMV25XpUuBaq,glhf<3,MICO,Internet hometown hero (+DLC),176.326,2025,PRIMARY_MULTI_ARTIST,0,,glhf<3 MICO,2,kWqpX4ri9YI,https://www.youtube.com/watch?v=kWqpX4ri9YI,MICO - glhfᐸ3 [official lyric video],MICO,MICO,177.0,333224,Stream / download 'Internet hometown hero' here: https://stem.ffm.to/internethometownhero See me on tour: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_015,2bBs57DtsccMV25XpUuBaq,glhf<3,MICO,Internet hometown hero (+DLC),176.326,2025,PRIMARY_MULTI_ARTIST,0,,glhf<3 MICO,3,JfFmIsDQP_U,https://www.youtube.com/watch?v=JfFmIsDQP_U,MICO - glhf (Lyrics / AMV),静的 Static,静的 Static,177.0,64268,"Listen to the ""Sad Mood"" Playlist ♥ https://ffm.link/moodsad.OYD MICO https://open.spotify.com/artist/0wajW5BBnk40YAhJdTkrrG ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_016,0DXxOuWz6zaIn7h4LfPmgJ,Fantasy,chicken97,ETERNITY,273.506,2020,PRIMARY_MULTI_ARTIST,0,,Fantasy chicken97,1,bAQpVphG3ko,https://www.youtube.com/watch?v=bAQpVphG3ko,msftz(미스피츠) '환상(Fantasy)' Official Live Video,chicken97,chicken97,266.0,66506,"msftz(미스피츠) '환상(Fantasy)' Official Live Video You can find msftz's [환상(Fantasy)] on Apple Music, Spotify, AMAZON and ...",ACCEPTABLE,Correct song and credited artist(s); alternate presentation or third-party upload remains usable.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_016,0DXxOuWz6zaIn7h4LfPmgJ,Fantasy,chicken97,ETERNITY,273.506,2020,PRIMARY_MULTI_ARTIST,0,,Fantasy chicken97,2,1nGI8g77I6U,https://www.youtube.com/watch?v=1nGI8g77I6U,220129 chicken97 - 환상,조조,조조,274.0,1710,,ACCEPTABLE,Correct chicken97 song and Korean title with matching duration in a live/fan presentation.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_016,0DXxOuWz6zaIn7h4LfPmgJ,Fantasy,chicken97,ETERNITY,273.506,2020,PRIMARY_MULTI_ARTIST,0,,Fantasy chicken97,3,31S6_XYUT0Y,https://www.youtube.com/watch?v=31S6_XYUT0Y,msftz(미스피츠) '2080' Official MV,chicken97,chicken97,221.0,149808,"msftz(미스피츠) '2080' Official MV You can find msftz debut single [ETERNITY] on iTunes, Spotify, AMAZON and other ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_017,3Ubi9wmq741iwTtMjYM1kP,Push (Feat. REI (IVE)),JOOHONEY | REI (IVE),Push (Feat. REI (IVE)),178.0,2025,PRIMARY_MULTI_ARTIST,0,,Push (Feat. REI (IVE)) JOOHONEY REI (IVE),1,eDSb9J1DJKc,https://www.youtube.com/watch?v=eDSb9J1DJKc,JOOHONEY 주헌 'Push (Feat. 레이 (IVE))' MV,STARSHIP and MONSTA X,STARSHIP and MONSTA X,206.0,1300622,JOOHONEY THE 2ND MINI ALBUM 光 (INSANITY) 26.01.05 (MON) 6PM (KST) ▷More information ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
