review_schema_version,stable_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,candidate_description,candidate_review_label,candidate_note,track_note
stage5b1b-fresh-challenge-human-review-v1,s5b1c_011,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson | Miley Cyrus,Late Night Feelings,217.467,2018,A9hcJgtnm6Q,https://www.youtube.com/watch?v=A9hcJgtnm6Q,Mark Ronson - Nothing Breaks Like a Heart (Official Video) ft. Miley Cyrus,Mark Ronson,Mark Ronson,240.0,446456920,Mark Ronson feat. Miley Cyrus - Nothing Breaks Like a Heart NEW ALBUM LATE NIGHT FEELINGS OUT NOW ft. Camila ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_011,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson | Miley Cyrus,Late Night Feelings,217.467,2018,JsjbNtO84JU,https://www.youtube.com/watch?v=JsjbNtO84JU,Mark Ronson - Nothing Breaks Like a Heart (Lyrics) Ft. Miley Cyrus,Lazy Fox,Lazy Fox,219.0,35749286,Subscribe and press (  ) to join the Notification Squad and stay updated with new uploads Follow Mark Ronson: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_013,How You Like That,BLACKPINK,THE ALBUM,181.947,2020,32si5cfrCNc,https://www.youtube.com/watch?v=32si5cfrCNc,BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,BLACKPINK,BLACKPINK,181.0,2037988334,MORE INFO ABOUT DANCE COVER CONTEST : https://bit.ly/2Z2UBy6 #BLACKPINK #블랙핑크 #HowYouLikeThat ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_013,How You Like That,BLACKPINK,THE ALBUM,181.947,2020,aHnHwrJjR3U,https://www.youtube.com/watch?v=aHnHwrJjR3U,BLACKPINK - How You Like That (Lyrics),7clouds,7clouds,178.0,37850879,Follow 7clouds on Spotify : http://bit.ly/7CLOUDS BLACKPINK - How You Like That (Lyrics) ⏬ Download / Stream: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_014,Boy With Luv (feat. Halsey),BTS | Halsey,MAP OF THE SOUL : PERSONA,229.773,2019,XsX3ATc3FbA,https://www.youtube.com/watch?v=XsX3ATc3FbA,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (feat. Halsey)' Official MV,HYBE LABELS,HYBE LABELS,253.0,1955884872,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)' Official MV Credits: Director : YongSeok Choi (Lumpens) ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_014,Boy With Luv (feat. Halsey),BTS | Halsey,MAP OF THE SOUL : PERSONA,229.773,2019,OEnvXsyGZmU,https://www.youtube.com/watch?v=OEnvXsyGZmU,BTS (방탄소년단) - Boy With Luv (작은 것들을 위한 시) feat. Halsey (Color Coded Lyrics Eng/Rom/Han/가사),Jaeguchi,Jaeguchi,233.0,54422808,All Rights Administered by BigHit Entertainment Here you can download wit: https://wit.onelink.me/YogN/jaeguchibp • Artist: BTS ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_018,APT.,ROSÉ | Bruno Mars,rosie,169.917,2024,8Ebqe2Dbzls,https://www.youtube.com/watch?v=8Ebqe2Dbzls,ROSÉ & Bruno Mars - APT. (Official Lyric Video),Bruno Mars,Bruno Mars,170.0,67203251,The official lyric video for ROSÉ & Bruno Mars' APT. Listen to APT.: https://rosesarerosie.lnk.to/APTID The Romantic – the new ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_024,Makeba - Ian Asher Remix,Jain | Ian Asher,Makeba (Ian Asher Remix),127.5,2023,VI9gIPBH_dM,https://www.youtube.com/watch?v=VI9gIPBH_dM,Jain - Makeba (Ian Asher Remix),JAIN,JAIN,126.0,13754064,Listen to 'Makeba (Ian Asher Remix)' : https://jain.lnk.to/Makebarmx Produced by Spookland Composer : Jain Lyricist : Jain ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_024,Makeba - Ian Asher Remix,Jain | Ian Asher,Makeba (Ian Asher Remix),127.5,2023,MYBN-XP2CUs,https://www.youtube.com/watch?v=MYBN-XP2CUs,Jain - Makeba (Ian Asher Remix) [Lyrics],InvertOG,InvertOG,126.0,73943,"Jain - Makeba (Ian Asher Remix) [Lyrics] Listen to ""Makeba (Ian Asher Remix)"" on Spotify: ...",,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_031,The Chain - 2004 Remaster,Fleetwood Mac,Rumours,270.213,2004,d1QgQI83PQo,https://www.youtube.com/watch?v=d1QgQI83PQo,The Chain (2004 Remaster),Fleetwood Mac,Fleetwood Mac,271.0,1394911,"Provided to YouTube by Rhino/Warner Records The Chain (2004 Remaster) · Fleetwood Mac Rumours ℗ 1977, 2004 Warner ...",,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_035,Enchanted (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),353.253,2023,igIfiqqVHtA,https://www.youtube.com/watch?v=igIfiqqVHtA,Taylor Swift - Enchanted (Taylor's Version) (Lyric Video),Taylor Swift,Taylor Swift,357.0,104078577,"Listen to “Enchanted"" (Taylor's Version) by Taylor Swift from the album Speak Now (Taylor's Version). Get the album here: ...",,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_035,Enchanted (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),353.253,2023,q5YJ9JREVRk,https://www.youtube.com/watch?v=q5YJ9JREVRk,Taylor Swift - Enchanted (Taylor's Version) (Official Audio),Jayson Pasco Tapar,Jayson Pasco Tapar,354.0,738,Provided to YouTube by Universal Music Group. Enchanted (Taylor's Version) • Taylor Swift Speak Now (Taylor's Version) Taylor ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_036,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),219.76,2021,TqAollrUJdA,https://www.youtube.com/watch?v=TqAollrUJdA,Taylor Swift - I Knew You Were Trouble (Taylor's Version) (Lyric Video),Taylor Swift,Taylor Swift,221.0,30449406,Official lyric video by Taylor Swift performing “I Knew You Were Trouble (Taylor's Version)” – off her Red (Taylor's Version) album.,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_037,WAP (feat. Megan Thee Stallion),Cardi B | Megan Thee Stallion,WAP,187.541,2020,Wc5IbN4xw70,https://www.youtube.com/watch?v=Wc5IbN4xw70,Cardi B - WAP feat. Megan Thee Stallion [Official Audio],Cardi B,Cardi B,188.0,369477931,Cardi B - WAP feat. Megan Thee Stallion Stream/Download: https://CardiB.lnk.to/WAP AM I THE DRAMA? ‍⬛ My new album is ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_038,N95,Kendrick Lamar,Mr. Morale & The Big Steppers,195.95,2022,XEV4x7xEprw,https://www.youtube.com/watch?v=XEV4x7xEprw,Kendrick Lamar - N95 (Official Audio),Kendrick Lamar,Kendrick Lamar,196.0,12230201,Kendrick Lamar “Mr. Morale & The Big Steppers” is available now: https://KendrickLamar.lnk.to/MrMorale https://oklama.com ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_039,Bloody Mary - Sped Up,Lady Gaga,Bloody Mary,185.25,2022,CS_VM3UhbW8,https://www.youtube.com/watch?v=CS_VM3UhbW8,bloody mary (lady gaga) (sped up Version),sped up viral - Topic,sped up viral - Topic,192.0,7870472,Provided to YouTube by Universal Music Group bloody mary (lady gaga) (sped up Version) · sped up viral bloody mary (lady ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_042,Beggin',Måneskin,Chosen,211.56,2017,W2MpGCL8-9o,https://www.youtube.com/watch?v=W2MpGCL8-9o,Måneskin - Beggin' (Lyrics/Testo),LatinHype,LatinHype,211.0,302167705,Måneskin - Beggin' » Descargar: Spotify Playlist: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_045,Gravity,John Mayer,Continuum,245.827,2006,53pweVfVwV8,https://www.youtube.com/watch?v=53pweVfVwV8,John Mayer - Gravity (Lyrics),7clouds Rock,7clouds Rock,240.0,5600622,Follow the official 7clouds playlist on Spotify : http://spoti.fi/2SJsUcZ ​   Gravity - John Mayer (Lyrics) ⏬ Download / Stream: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_045,Gravity,John Mayer,Continuum,245.827,2006,7VBex8zbDRs,https://www.youtube.com/watch?v=7VBex8zbDRs,Gravity by John Mayer,nantucketgal,nantucketgal,248.0,79178370,gravity by john mayer.,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_046,Valerie (feat. Amy Winehouse),Mark Ronson | Amy Winehouse,Version,219.253,2007,lZQfDoeIMxI,https://www.youtube.com/watch?v=lZQfDoeIMxI,Mark Ronson - Valerie (Lyrics) ft. Amy Winehouse,Dan Music,Dan Music,221.0,6218469,"Mark Ronson - Valerie (Lyrics) ft. Amy Winehouse Stream ""Valerie"" by Mark Ronson ft. Amy Winehouse: ...",,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_046,Valerie (feat. Amy Winehouse),Mark Ronson | Amy Winehouse,Version,219.253,2007,dxiBH0CjOfA,https://www.youtube.com/watch?v=dxiBH0CjOfA,"Mark Ronson, Amy Winehouse - Valerie (Version Revisited)",Top Squad,Top Squad,220.0,47990,Subscribe and turn on notifications Spotify Playlist: https://spoti.fi/3d2Zlsm Instagram: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_047,DESPECHÁ,ROSALÍA,MOTOMAMI +,157.018,2022,Y2ESxHKuSOk,https://www.youtube.com/watch?v=Y2ESxHKuSOk,ROSALÍA - DESPECHÁ (Official Audio),ROSALÍA,ROSALÍA,159.0,29785491,Official audio for “DESPECHÁ” by ROSALÍA Listen & Download “DESPECHÁ” out now: https://rosalia.lnk.to/DESPECHA Shop the ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_048,PROVENZA,KAROL G,MAÑANA SERÁ BONITO,210.2,2022,oSbX1yZ8gAI,https://www.youtube.com/watch?v=oSbX1yZ8gAI,KAROL G - Provenza (Lyric Video),KAROL G,KAROL G,210.0,20452815,Stream “Provenza” on your favorite platform: https://karolg.lnk.to/Provenza!YTD Subscribe to my YouTube channel here: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_049,Shinunoga E-Wa,Fujii Kaze,HELP EVER HURT NEVER,185.573,2020,dawrQnvwMTY,https://www.youtube.com/watch?v=dawrQnvwMTY,Fujii Kaze - Shinunoga E-Wa (Not a MV),Fujii Kaze,Fujii Kaze,192.0,151880905,"As a token of our gratitude to 2M YouTube subscribers, we share this video shot for Fujii Kaze LOVE ALL SERVE ALL STADIUM ...",,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_049,Shinunoga E-Wa,Fujii Kaze,HELP EVER HURT NEVER,185.573,2020,sABVNz31WA0,https://www.youtube.com/watch?v=sABVNz31WA0,Fujii Kaze - Shinunoga E-Wa (Lyrics),LyricsZone,LyricsZone,191.0,37850912,Fujii Kaze - Shinunoga E-Wa Stream/Download : Follow Fujii Kaze: Official APP: http://c-rayon.com/fujiikaze/ Official site: ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_050,Amour Plastique,Videoclub | Adèle Castillon | Mattyeux,Euphories,227.227,2018,WxMfZW-kK5s,https://www.youtube.com/watch?v=WxMfZW-kK5s,VIDEOCLUB - Amour plastique (Lyrics / Paroles),The Vibe Guide,The Vibe Guide,233.0,12596603,VIDEOCLUB - Amour plastique (Lyrics / Paroles) For more quality music subscribe here ➡ http://bit.ly/sub2thvbgd Join our ...,,,
stage5b1b-fresh-challenge-human-review-v1,s5b1c_050,Amour Plastique,Videoclub | Adèle Castillon | Mattyeux,Euphories,227.227,2018,PiSfroMnqWA,https://www.youtube.com/watch?v=PiSfroMnqWA,VIDEOCLUB - Amour Plastique [Español/Letra],imferse -,imferse -,226.0,28893588,SUSCRÍBETE PARA LLEGAR PRONTO A LOS 100K   S I G U E M E  ▷https://www.instagram.com/fersetherealqueen/ ...,,,
