query_id,candidate_id,factor,human_rating,merit_similarity,target_specificity,tags
32693,130265,rhythm,NAN,0.8798373303380114,-27.23333333333334,WRONG_RHYTHM
32693,72513,rhythm,NAN,0.8775716219269017,-33.60833333333334,WRONG_RHYTHM
32693,145724,rhythm,NAN,0.8683061461178834,-54.82500000000001,WRONG_RHYTHM
32693,65779,timbre,NAN,0.8411190489265845,35.75,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
32693,50264,timbre,0,0.8394108902768207,23.84166666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
32693,87645,timbre,NAN,0.8393573310991513,-37.99166666666667,WRONG_TIMBRE
32693,36998,timbre,NAN,0.8373464484676665,23.450000000000003,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
32693,73370,timbre,NAN,0.834987854277428,49.724999999999994,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,95452,melody,NAN,0.9078127270012872,-30.75,WRONG_MELODY
36380,29045,melody,NAN,0.8934866699556696,24.89999999999999,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,23355,melody,NAN,0.8931350940909536,27.66666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,113036,melody,NAN,0.8818255466068399,33.300000000000004,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,12690,melody,NAN,0.8757308574951005,41.56666666666668,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,124752,rhythm,NAN,0.9094206527744634,-73.59166666666668,WRONG_RHYTHM
36380,64629,rhythm,NAN,0.8737508723838819,-15.291666666666671,WRONG_RHYTHM
36380,46068,rhythm,NAN,0.8501058787631551,-16.291666666666664,WRONG_RHYTHM
36380,30895,rhythm,NAN,0.8170260813808566,-43.925,WRONG_RHYTHM
36380,63770,rhythm,NAN,0.7988865911750317,-28.150000000000013,WRONG_RHYTHM
36380,123978,timbre,NAN,0.9423232714130789,30.75,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,70772,timbre,NAN,0.9417019772850213,29.233333333333334,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,64618,timbre,1,0.9396270610630273,-20.699999999999996,WRONG_TIMBRE
36380,121452,timbre,NAN,0.9384598664984902,28.59166666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
36380,127349,timbre,NAN,0.9309850929159867,31.83333333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,146988,melody,NAN,0.9025828748228388,-81.89166666666668,WRONG_MELODY
47200,97960,melody,NAN,0.8838375531960927,-45.074999999999996,WRONG_MELODY
47200,75607,melody,NAN,0.8685202988676342,-67.53333333333333,WRONG_MELODY
47200,80402,melody,NAN,0.8671542292018046,-77.49166666666666,WRONG_MELODY
47200,26674,melody,NAN,0.8622509930560103,-69.875,WRONG_MELODY
47200,124460,rhythm,NAN,0.7747487063984554,51.35833333333332,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,116261,rhythm,NAN,0.7737854079467772,39.19999999999999,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,122359,rhythm,NAN,0.743713283479952,41.56666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,108962,rhythm,NAN,0.7419824657456024,63.59166666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,121346,rhythm,NAN,0.7216249106383368,30.19166666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,47193,timbre,NAN,0.899061901573627,47.983333333333334,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,146681,timbre,NAN,0.839154914161439,55.72500000000001,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,60331,timbre,NAN,0.8343473240806376,-8.108333333333334,WRONG_TIMBRE
47200,18112,timbre,NAN,0.8284661393230128,65.625,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47200,112781,timbre,NAN,0.826524468834531,-36.56666666666666,WRONG_TIMBRE
47666,132042,melody,NAN,0.8711336270845796,-33.025000000000006,WRONG_MELODY
47666,16747,melody,NAN,0.8685183600729214,-36.56666666666666,WRONG_MELODY
47666,47628,melody,NAN,0.8549876256796256,-21.23333333333335,WRONG_MELODY
47666,18124,melody,NAN,0.8547284563260853,-2.6499999999999915,WRONG_MELODY
47666,114544,melody,NAN,0.8468510100302988,-5.249999999999993,WRONG_MELODY
47666,85963,rhythm,NAN,0.902390297198376,-10.18333333333333,WRONG_RHYTHM
47666,23063,rhythm,NAN,0.8901791481710175,20.591666666666654,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,125617,rhythm,NAN,0.8785375414791583,17.49166666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,70300,rhythm,NAN,0.8769514379941741,3.2833333333333314,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,132561,rhythm,NAN,0.8714960739263413,30.516666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,89485,timbre,NAN,0.9843114128484437,33.29166666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,85488,timbre,NAN,0.9827040441347781,41.00833333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,85486,timbre,NAN,0.9826396429289236,28.133333333333326,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,64809,timbre,NAN,0.9819419078508771,19.950000000000003,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
47666,74945,timbre,NAN,0.9817576951275104,22.266666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,48865,melody,NAN,0.8952484869918648,-27.25,WRONG_MELODY
48862,64601,melody,NAN,0.8747419935647089,-45.775000000000006,WRONG_MELODY
48862,126283,melody,NAN,0.8714709887313821,-6.408333333333332,WRONG_MELODY
48862,76131,melody,NAN,0.868477274851083,-67.32499999999999,WRONG_MELODY
48862,44946,melody,NAN,0.861753966737385,-38.03333333333333,WRONG_MELODY
48862,73762,rhythm,NAN,0.779092850086484,77.80000000000001,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,60548,rhythm,NAN,0.7637873774678721,73.65,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,106955,rhythm,NAN,0.7571562682499511,57.7,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,51268,rhythm,NAN,0.7561916920238723,77.26666666666665,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,60875,rhythm,NAN,0.7490758509153405,72.66666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,4022,timbre,NAN,0.9221404212205203,5.366666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,58116,timbre,NAN,0.9216786816128885,39.825,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,113278,timbre,NAN,0.9177569112468544,9.233333333333348,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
48862,119026,timbre,NAN,0.91521859576717,-16.816666666666663,WRONG_TIMBRE
48862,123866,timbre,NAN,0.9148809832970812,-9.058333333333337,WRONG_TIMBRE
55102,58166,melody,NAN,0.9225284762196182,34.96666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,84111,melody,NAN,0.9106932006477457,47.74166666666665,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,825,melody,NAN,0.9044297127606842,76.99166666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,67368,melody,NAN,0.8941260709069531,29.566666666666663,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,100835,melody,NAN,0.8932974143362359,51.333333333333336,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,126605,rhythm,NAN,0.8068795856692401,-43.141666666666666,WRONG_RHYTHM
55102,65040,rhythm,NAN,0.7987767167904372,-70.51666666666668,WRONG_RHYTHM
55102,73765,rhythm,NAN,0.7792994213097109,-51.22500000000001,WRONG_RHYTHM
55102,36428,rhythm,NAN,0.7711897321707673,-75.00833333333334,WRONG_RHYTHM
55102,142087,rhythm,NAN,0.7698215174295997,-54.45,WRONG_RHYTHM
55102,85041,timbre,NAN,0.9061633833540671,27.925000000000004,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,133029,timbre,NAN,0.9039953028397641,-16.791666666666657,WRONG_TIMBRE
55102,45122,timbre,NAN,0.900405445221244,41.80833333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,124917,timbre,NAN,0.9000770789789843,19.09166666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
55102,13562,timbre,NAN,0.8996988710597338,-3.349999999999987,WRONG_TIMBRE
56496,144181,melody,NAN,0.8930751138158245,3.7416666666666742,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,19073,melody,NAN,0.8912381777129792,17.799999999999997,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,148234,melody,NAN,0.8869719981300193,-17.191666666666663,WRONG_MELODY
56496,36643,melody,NAN,0.8725268963968997,21.79166666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,59679,melody,NAN,0.8677374765612995,32.36666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,6333,rhythm,NAN,0.8092705419461631,-21.125,WRONG_RHYTHM
56496,29747,rhythm,NAN,0.8060354098950411,4.7250000000000085,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,85491,rhythm,NAN,0.7877347258922307,15.57500000000001,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,38399,rhythm,NAN,0.7843582601630182,36.28333333333335,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,128711,rhythm,NAN,0.7841839431336057,19.27499999999999,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56496,120111,timbre,NAN,0.9898485105874375,-4.533333333333331,WRONG_TIMBRE
56496,145703,timbre,NAN,0.9896017366244385,-2.4166666666666714,WRONG_TIMBRE
56496,1278,timbre,NAN,0.9895900947538032,-12.575000000000003,WRONG_TIMBRE
56496,6448,timbre,NAN,0.9895031271317097,-42.608333333333334,WRONG_TIMBRE
56496,144941,timbre,NAN,0.9889447349253849,-21.925000000000004,WRONG_TIMBRE
56695,28481,melody,NAN,0.9234820900218214,1.9750000000000014,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,86416,melody,NAN,0.9217466785008449,-13.61666666666666,WRONG_MELODY
56695,47868,melody,NAN,0.9144881599490763,-18.558333333333337,WRONG_MELODY
56695,42017,melody,NAN,0.9110401804588149,17.475,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,98550,melody,NAN,0.9022114397928376,47.12499999999999,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,4233,rhythm,NAN,0.8303579581676581,-30.375,WRONG_RHYTHM
56695,127066,rhythm,NAN,0.8095309797529262,-41.71666666666667,WRONG_RHYTHM
56695,4510,rhythm,NAN,0.8057798393952373,-43.21666666666666,WRONG_RHYTHM
56695,43016,rhythm,NAN,0.8051377764784313,-39.53333333333333,WRONG_RHYTHM
56695,14601,rhythm,NAN,0.7948345454688173,-38.650000000000006,WRONG_RHYTHM
56695,51114,timbre,NAN,0.940538173077445,68.91666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,146879,timbre,NAN,0.925290384240629,83.5,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,22095,timbre,NAN,0.9009064003332126,76.36666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,125620,timbre,NAN,0.8988495073984515,62.90833333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
56695,45153,timbre,NAN,0.8932148590182497,34.650000000000006,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,126673,melody,NAN,0.8728374260545713,26.96666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,144943,melody,NAN,0.8631965655928961,39.558333333333316,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,40229,melody,NAN,0.8586900355902363,-2.133333333333333,WRONG_MELODY
88959,131292,melody,NAN,0.8515528604622881,20.05833333333335,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,97690,melody,NAN,0.8438023239362811,-24.95833333333333,WRONG_MELODY
88959,1277,rhythm,NAN,0.8187661507010466,29.033333333333317,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,75371,rhythm,NAN,0.8182357002588673,20.516666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,58542,rhythm,NAN,0.8119951688236986,7.50833333333334,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,73770,rhythm,NAN,0.8104990566869787,3.308333333333323,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,27195,rhythm,NAN,0.7996637165971824,-2.5166666666666657,WRONG_RHYTHM
88959,35543,timbre,NAN,0.9758366094314628,-60.325,WRONG_TIMBRE
88959,88867,timbre,NAN,0.9737473141835025,-53.14166666666667,WRONG_TIMBRE
88959,97690,timbre,NAN,0.9718665621462403,20.96666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
88959,126295,timbre,NAN,0.9701572537144807,-46.366666666666674,WRONG_TIMBRE
88959,74392,timbre,NAN,0.969820364551838,-41.800000000000004,WRONG_TIMBRE
91621,55183,melody,NAN,0.8938760688783661,67.92499999999998,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
91621,110111,melody,NAN,0.8619303474765386,30.808333333333337,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
91621,97548,melody,NAN,0.8414551456736534,-1.86666666666666,WRONG_MELODY
91621,27953,melody,NAN,0.8314771520572365,47.56666666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
91621,123501,melody,NAN,0.8314716449118498,62.80000000000001,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
91621,54703,rhythm,NAN,0.8060951884905687,-5.599999999999994,WRONG_RHYTHM
91621,116878,rhythm,NAN,0.7999551046103686,-31.066666666666663,WRONG_RHYTHM
91621,15771,rhythm,NAN,0.7990734487221266,-53.69999999999999,WRONG_RHYTHM
91621,142539,rhythm,NAN,0.7988530285783663,-9.441666666666663,WRONG_RHYTHM
91621,45103,rhythm,NAN,0.777908590885527,-29.250000000000014,WRONG_RHYTHM
91621,91624,timbre,NAN,0.9428026520599162,-1.8166666666666629,WRONG_TIMBRE
91621,38887,timbre,NAN,0.9262700612823842,-58.56666666666668,WRONG_TIMBRE
91621,38902,timbre,NAN,0.9046444599728773,-55.958333333333336,WRONG_TIMBRE
91621,45103,timbre,NAN,0.9042725012049633,17.875,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
91621,38896,timbre,NAN,0.9018555392566632,-62.858333333333334,WRONG_TIMBRE
113280,47260,melody,NAN,0.9270753247084076,-28.21666666666666,WRONG_MELODY
113280,123458,melody,NAN,0.91669615319936,19.53333333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,10695,melody,NAN,0.9097911372923879,13.149999999999991,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,91960,melody,NAN,0.9072628344980561,-32.31666666666666,WRONG_MELODY
113280,140934,melody,NAN,0.8998920008048804,22.575000000000003,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,139524,rhythm,NAN,0.9380479682696339,-12.958333333333329,WRONG_RHYTHM
113280,139520,rhythm,NAN,0.9212574497832344,12.983333333333341,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,139522,rhythm,NAN,0.9196211975843489,0.2916666666666572,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,116528,rhythm,NAN,0.9174831450182588,1.2833333333333314,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,127189,rhythm,NAN,0.9073643541639015,-7.083333333333336,WRONG_RHYTHM
113280,31389,timbre,NAN,0.9768862338348048,66.375,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,1685,timbre,NAN,0.97342545188563,53.01666666666667,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,67011,timbre,NAN,0.9733608682546029,52.99999999999999,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
113280,134073,timbre,NAN,0.9708884716676898,-24.875,WRONG_TIMBRE
113280,116458,timbre,NAN,0.9684920353313552,18.808333333333337,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,121472,melody,NAN,0.8976197323814199,18.18333333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,33070,melody,NAN,0.894930454495603,24.1,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,134919,melody,NAN,0.8870511409645132,-3.8999999999999986,WRONG_MELODY
118921,108031,melody,NAN,0.8861893178744488,55.358333333333334,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,85595,melody,NAN,0.8806906374160286,6.583333333333336,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,150078,rhythm,NAN,0.849488822561504,-46.39999999999999,WRONG_RHYTHM
118921,46842,rhythm,NAN,0.8398086069733907,-40.099999999999994,WRONG_RHYTHM
118921,47074,rhythm,NAN,0.8247402039650125,-72.30833333333334,WRONG_RHYTHM
118921,126401,rhythm,NAN,0.8187242971028272,-67.19166666666666,WRONG_RHYTHM
118921,122533,rhythm,NAN,0.8168390371471312,-65.80000000000001,WRONG_RHYTHM
118921,140923,timbre,NAN,0.8265049304992819,56.541666666666664,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,64093,timbre,NAN,0.822868088910998,51.283333333333324,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,111377,timbre,NAN,0.8221749963154013,49.73333333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,45513,timbre,NAN,0.814561942241072,76.625,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
118921,141284,timbre,NAN,0.8120351468241285,71.35833333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,94036,melody,NAN,0.9078347881652784,2.0833333333333286,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,73465,melody,NAN,0.8731206946249079,33.93333333333332,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,120769,melody,NAN,0.8662890785371391,-35.758333333333326,WRONG_MELODY
122651,118502,melody,NAN,0.8654790814431375,6.724999999999994,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,59561,melody,NAN,0.8627921607902433,15.666666666666671,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,45153,rhythm,NAN,0.9080585857530601,-42.516666666666666,WRONG_RHYTHM
122651,29040,rhythm,NAN,0.9002069889834132,-37.67499999999999,WRONG_RHYTHM
122651,119583,rhythm,NAN,0.8972530121922768,-8.341666666666676,WRONG_RHYTHM
122651,9553,rhythm,NAN,0.8958616605861087,-28.641666666666673,WRONG_RHYTHM
122651,13707,rhythm,NAN,0.8815629300036708,-24.01666666666666,WRONG_RHYTHM
122651,127519,timbre,NAN,0.9819358527402222,28.625,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,5156,timbre,NAN,0.980910668019687,-0.15833333333333144,WRONG_TIMBRE
122651,127520,timbre,NAN,0.9798892139372101,34.29166666666666,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,51333,timbre,NAN,0.9797194432805508,40.625,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
122651,5169,timbre,NAN,0.978698471165425,14.549999999999997,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,87100,melody,NAN,0.8622552985950174,-25.03333333333333,WRONG_MELODY
124186,25609,melody,NAN,0.8520744541203928,22.0,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,146483,melody,NAN,0.8486032573362746,27.641666666666687,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,40844,melody,NAN,0.8473034333211221,2.6583333333333385,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,120184,melody,NAN,0.8471104351201711,0.4166666666666572,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,80519,rhythm,NAN,0.9401623936887478,24.724999999999994,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,31043,rhythm,NAN,0.9397331755663068,-6.016666666666666,WRONG_RHYTHM
124186,54665,rhythm,NAN,0.9129074976572358,28.433333333333344,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,118277,rhythm,NAN,0.9123291240425395,61.28333333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,122675,rhythm,NAN,0.9117928896029008,45.25833333333333,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
124186,112735,timbre,NAN,0.9813894395807004,-60.03333333333333,WRONG_TIMBRE
124186,97886,timbre,NAN,0.9777206860982319,-55.075,WRONG_TIMBRE
124186,1883,timbre,NAN,0.9774419980443015,-23.108333333333327,WRONG_TIMBRE
124186,137722,timbre,NAN,0.9772478971669847,-73.45,WRONG_TIMBRE
124186,84757,timbre,NAN,0.9768680197134567,12.25,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
130993,12350,melody,NAN,0.9039731035370691,4.283333333333331,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
130993,116098,melody,NAN,0.9026261886760227,-2.241666666666667,WRONG_MELODY
130993,125194,melody,NAN,0.8927595645973678,48.67499999999999,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
130993,119897,melody,NAN,0.8918012735004847,22.15,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
130993,117612,melody,NAN,0.888188944249136,23.125,TECHNICALLY_SIMILAR_NOT_PERCEPTUALLY_USEFUL
130993,119900,rhythm,NAN,0.9421525890355015,-79.28333333333335,WRONG_RHYTHM
130993,31389,rhythm,NAN,0.9379538270333228,-23.450000000000003,WRONG_RHYTHM
130993,45518,rhythm,NAN,0.9369957117415268,-33.56666666666667,WRONG_RHYTHM
130993,126289,rhythm,NAN,0.9306582875584977,-45.949999999999996,WRONG_RHYTHM
130993,28553,rhythm,NAN,0.9282996375292775,-7.216666666666669,WRONG_RHYTHM
