review_schema_version,benchmark_id,spotify_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,search_query,youtube_rank,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,candidate_description,candidate_review_label,candidate_note,track_note
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_007,113xf7t4qNM7038YJvauik,Nervous,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,245.0,2018,Nervous The Neighbourhood,1,XTDH7gSqwiQ,https://www.youtube.com/watch?v=XTDH7gSqwiQ,The Neighbourhood - Nervous (Official Audio),The Neighbourhood,The Neighbourhood,251.0,46358202,"'Wiped Out' 10th Anniversary vinyl! https://TheNeighbourhood.lnk.to/WO10thYD ""Nervous"" by The Neighbourhood Listen to The ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_007,113xf7t4qNM7038YJvauik,Nervous,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,245.0,2018,Nervous The Neighbourhood,2,KNAU8Ozm1wU,https://www.youtube.com/watch?v=KNAU8Ozm1wU,Nervous - The Neighbourhood Lyrics,Atlas:),Atlas:),252.0,3035005,SURPRISE!!!!1!1! This is a 4k sub special. I spent a lot of time on this cheap editor on my phone and Im actually happy with the ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_007,113xf7t4qNM7038YJvauik,Nervous,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,245.0,2018,Nervous The Neighbourhood,3,pYWBMZuIHcQ,https://www.youtube.com/watch?v=pYWBMZuIHcQ,The Neighbourhood - Nervous (Lyrics),sugarTap,sugarTap,251.0,175112,The Neighbourhood - Nervous (Lyrics) Stream/Download: https://open.spotify.com/track/113xf7t4qNM7038YJvauik Follow ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_008,66m2a9UzbcQonTW9vgga2D,Ellipsis,City Girl | tiffi,Chroma Velocity,240.0,2019,Ellipsis City Girl,1,45aZMdSEbeQ,https://www.youtube.com/watch?v=45aZMdSEbeQ,Ellipsis (feat. Tiffi),City Girl,City Girl,240.0,105676,Provided to YouTube by DistroKid Ellipsis (feat. Tiffi) · City Girl · Tiffi Chroma Velocity ℗ City Girl Records Released on: ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_008,66m2a9UzbcQonTW9vgga2D,Ellipsis,City Girl | tiffi,Chroma Velocity,240.0,2019,Ellipsis City Girl,2,1Xq7ETjBsIM,https://www.youtube.com/watch?v=1Xq7ETjBsIM,City Girl - easy (ft. ry),City Girl,City Girl,169.0,85822,stream on ▻Spotify: https://spoti.fi/32tmhgZ ▻Apple Music: https://apple.co/2RpAmWv art by breadpanini ▻Instagram: ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_008,66m2a9UzbcQonTW9vgga2D,Ellipsis,City Girl | tiffi,Chroma Velocity,240.0,2019,Ellipsis City Girl,3,61HNs5Sh_gg,https://www.youtube.com/watch?v=61HNs5Sh_gg,city girl | chroma velocity [full album],City Girl,City Girl,2687.0,897085,stream on spotify ▻ https://spoti.fi/30yu9vW buy on bandcamp ▻ https://city-girl.bandcamp.com CD+Sticker+Digital Download: ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_009,2QB8FwOszur18Ai7t2XnNi,Anything You Want,Reality Club,Anything You Want,236.493,2022,Anything You Want Reality Club,1,FKijnRja8is,https://www.youtube.com/watch?v=FKijnRja8is,Reality Club - Anything You Want (Official Lyric Video),REALITY CLUB,REALITY CLUB,237.0,41611966,Official lyric video of “Anything You Want” performed by Reality Club Edited by Stefany Patricia Phije Music Video Directed by ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_009,2QB8FwOszur18Ai7t2XnNi,Anything You Want,Reality Club,Anything You Want,236.493,2022,Anything You Want Reality Club,2,g0PITtwIPiY,https://www.youtube.com/watch?v=g0PITtwIPiY,Reality Club - Anything You Want (Official Music Video),REALITY CLUB,REALITY CLUB,277.0,10745612,Official music video of “Anything You Want” performed by Reality Club Directed by Fathia Izzati Director of Photography: Baday ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_009,2QB8FwOszur18Ai7t2XnNi,Anything You Want,Reality Club,Anything You Want,236.493,2022,Anything You Want Reality Club,3,Vg6VJDEx5tk,https://www.youtube.com/watch?v=Vg6VJDEx5tk,Anything You Want - Reality Club 🇮🇩🇮🇩 (Lirik Lagu Terjemahan) ~ The same song on repeat,DeLirik,DeLirik,251.0,2513536,Lirik lagu dan terjemahan bahasa indonesia. Judul : Anything You Want 🎙️ Penyanyi : Reality Club Jangan lupa untuk ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_011,6wIZ0Yct9aMra5kHMDk5mG,AhChoo!,bobae,AhChoo!,175.718,2022,AhChoo! bobae,1,HLHsH5f8M3A,https://www.youtube.com/watch?v=HLHsH5f8M3A,bobae - 에취! (AhChoo!) Live Clip,STONE MUSIC,STONE MUSIC,187.0,18270,"bobae - 에취! (AhChoo!) Live Clip bobae ""에취! (AhChoo!)"" 싫어도 피할 수 없는 누군가에게 [Credit] Executive produced by (주) 인 ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_011,6wIZ0Yct9aMra5kHMDk5mG,AhChoo!,bobae,AhChoo!,175.718,2022,AhChoo! bobae,2,4B1Qa7_LqVU,https://www.youtube.com/watch?v=4B1Qa7_LqVU,bobae - 에취! (AhChoo!) [ 가사해석 / Lyrics / 한글번역 ],[뮤그]Musicgrey뮤직그레이,[뮤그]Musicgrey뮤직그레이,226.0,1154,bobae #에취!,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_011,6wIZ0Yct9aMra5kHMDk5mG,AhChoo!,bobae,AhChoo!,175.718,2022,AhChoo! bobae,3,pP2TgU_Hm1c,https://www.youtube.com/watch?v=pP2TgU_Hm1c,[Teaser] bobae - 에취! (AhChoo!)  Live Clip,인플래닛 INPLANET MUSIC,인플래닛 INPLANET MUSIC,24.0,188,c( 'o')っ   bobae 에취! (AhChoo!) 𝟤𝟢𝟤𝟤/𝟢𝟧/𝟢𝟥 𝟣𝟤𝖯𝖬(𝖪𝖲𝖳) bobae Official Instagram ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_012,102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,Short n' Sweet,185.265,2024,Good Graces Sabrina Carpenter,1,alYCYZvB3yo,https://www.youtube.com/watch?v=alYCYZvB3yo,Sabrina Carpenter - Good Graces (Official Lyric Video),Sabrina Carpenter,Sabrina Carpenter,187.0,25960870,"Listen to Short n' Sweet, out now: https://sabrinacarpenter.lnk.to/ShortNSweet Watch all Short n' Sweet videos her: ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_012,102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,Short n' Sweet,185.265,2024,Good Graces Sabrina Carpenter,2,3FPEYy9Kc9o,https://www.youtube.com/watch?v=3FPEYy9Kc9o,Good Graces,Sabrina Carpenter,Sabrina Carpenter,186.0,7244376,"Provided to YouTube by Universal Music Group Good Graces · Sabrina Carpenter Short n' Sweet ℗ 2024 Island Records, ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_012,102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,Short n' Sweet,185.265,2024,Good Graces Sabrina Carpenter,3,6CuOXaP9L9k,https://www.youtube.com/watch?v=6CuOXaP9L9k,Sabrina Carpenter - Good Graces (Music Video),Estu H,Estu H,187.0,37298,sabrina #sabrinacarpenter #carpenter #carpentersongs #carpenters #goodgraces #shortnsweet #fanmusicvideo #fanedit ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_013,1iIA7sgGFDMh0yuSJIdHS6,everywhere and nowhere,albie,everywhere and nowhere,196.776,2022,everywhere and nowhere albie,1,ZKxUXsroCbg,https://www.youtube.com/watch?v=ZKxUXsroCbg,albie | everywhere and nowhere,albie,albie,210.0,42155,"""Every rejection, every disappointment, has led you here to this moment"" albie: ▻Discord: https://discord.gg/thealbertchang ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_013,1iIA7sgGFDMh0yuSJIdHS6,everywhere and nowhere,albie,everywhere and nowhere,196.776,2022,everywhere and nowhere albie,2,oXajml_Y42Y,https://www.youtube.com/watch?v=oXajml_Y42Y,albie | what i want,albie,albie,206.0,144200,albie: ▻Spotify: https://sptfy.com/5joj ▻Twitch: https://twitch.tv/thealbertchang ▻Twitter: https://twitter.com/thealbertchang ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_013,1iIA7sgGFDMh0yuSJIdHS6,everywhere and nowhere,albie,everywhere and nowhere,196.776,2022,everywhere and nowhere albie,3,x6cml1K5B3M,https://www.youtube.com/watch?v=x6cml1K5B3M,Nowhere Then Everywhere (Original),FutureRice23,FutureRice23,252.0,74,"Just a really cool impromptu car trick that I came up with. If it isn't original, just tell me in the comments below and I am taking any ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_014,5zKSgGvk39cXAEIx490fUH,WII DATE,City Girl | tiffi | Highvyn | siopaolo,C-GIRL,178.064,2021,WII DATE City Girl,1,RnjNRC2Jdvo,https://www.youtube.com/watch?v=RnjNRC2Jdvo,"city girl | wii date (feat. tiffi, highvyn, siopaolo)",City Girl,City Girl,179.0,317241,stream on ▻ Spotify: https://spoti.fi/3pLGUym ▻ Apple Music: https://apple.co/3rb49SO city girl ▻ https://twitter.com/citygirltime ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_014,5zKSgGvk39cXAEIx490fUH,WII DATE,City Girl | tiffi | Highvyn | siopaolo,C-GIRL,178.064,2021,WII DATE City Girl,2,2Twi3aq3u_U,https://www.youtube.com/watch?v=2Twi3aq3u_U,"WII DATE (feat. tiffi, highvyn & siopaolo)",City Girl,City Girl,179.0,185366,"Provided to YouTube by DistroKid WII DATE (feat. tiffi, highvyn & siopaolo) · City Girl · tiffi · highvyn · siopaolo C-GIRL ℗ City Girl ...",,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_014,5zKSgGvk39cXAEIx490fUH,WII DATE,City Girl | tiffi | Highvyn | siopaolo,C-GIRL,178.064,2021,WII DATE City Girl,3,CGbRjhx-jgc,https://www.youtube.com/watch?v=CGbRjhx-jgc,"⭐Wii Date by City Girl (feat. Tiffi, Highvyn, Siopaolo) 🚀 an Animated Lyric Video",darandan,darandan,75.0,70,A short lyric video I made for an editing class :)! rly love this song by city girl Youtube: @darandan Instagram: ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_015,7o9Cx0cQf2eDCrgzzbQNfv,Hold Me,Mishaal Tamer,Hold Me,103.924,2018,Hold Me Mishaal Tamer,1,HxVGcy79-Uc,https://www.youtube.com/watch?v=HxVGcy79-Uc,Hold Me,Mishaal Tamer | مشعل تمر,Mishaal Tamer | مشعل تمر,104.0,23788,Provided to YouTube by DistroKid Hold Me · Mishaal Hold Me ℗ 820223 Records DK Released on: 2018-03-28 Auto-generated ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_015,7o9Cx0cQf2eDCrgzzbQNfv,Hold Me,Mishaal Tamer,Hold Me,103.924,2018,Hold Me Mishaal Tamer,2,4AYUwgNcfSo,https://www.youtube.com/watch?v=4AYUwgNcfSo,MASN - Hold Me (Lyrics) ft. Mishaal,Urban Paradise,Urban Paradise,220.0,168887,Welcome to Paradise Your Home For The Best Urban Music With Lyrics! MASN - Hold Me (feat. Mishaal) Lyrics / Lyric Video ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_015,7o9Cx0cQf2eDCrgzzbQNfv,Hold Me,Mishaal Tamer,Hold Me,103.924,2018,Hold Me Mishaal Tamer,3,iEQsUJBuwlI,https://www.youtube.com/watch?v=iEQsUJBuwlI,MASN - Hold Me (feat. Mishaal) [Official Lyric Video],MASN,MASN,219.0,877613,Stream/Download: https://masn.lnk.to/HowToKillARockstarID Follow MASN Here: https://instagram.com/masonrupper ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_016,1KD8juWhiZFJv0gcSpZVSQ,Start To Shine (feat. Gaeko),Gyubin | Gaeko,Start To Shine (feat. Gaeko),192.013,2023,Start To Shine (feat. Gaeko) Gyubin,1,RNL3BXM8Nn4,https://www.youtube.com/watch?v=RNL3BXM8Nn4,규빈 (Gyubin) - Start To Shine (feat.개코) [Music Video],워너뮤직코리아 (Warner Music Korea),워너뮤직코리아 (Warner Music Korea),203.0,156693,규빈 (Gyubin) - Start To Shine (feat.개코) [Music Video] #규빈 #Gyubin #StartToShine #개코.,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_016,1KD8juWhiZFJv0gcSpZVSQ,Start To Shine (feat. Gaeko),Gyubin | Gaeko,Start To Shine (feat. Gaeko),192.013,2023,Start To Shine (feat. Gaeko) Gyubin,2,hcv5E1JSerQ,https://www.youtube.com/watch?v=hcv5E1JSerQ,Gyubin (규빈) Feat. Gaeko (개코) - Start To Shine [가사],Music Time | 뮤직 타임,Music Time | 뮤직 타임,193.0,111833,Gyubin (규빈) Feat. Gaeko (개코) - Start To Shine [가사] _ 아티스트:규빈 앨범 종류:싱글 발매일:2023.11.06 장르:알앤비/소울 ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_016,1KD8juWhiZFJv0gcSpZVSQ,Start To Shine (feat. Gaeko),Gyubin | Gaeko,Start To Shine (feat. Gaeko),192.013,2023,Start To Shine (feat. Gaeko) Gyubin,3,y8nfIXJJsZA,https://www.youtube.com/watch?v=y8nfIXJJsZA,규빈(Gyubin) – Start To Shine Feat.개코(Gaeko) MV,규빈 Gyubin_Official,규빈 Gyubin_Official,203.0,192738,GYUBIN PRE-DEBUT COLLABORATION PROJECT VOL.2 규빈(Gyubin) - Start To Shine Feat.개코(Gaeko) Official Music Video ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_017,7t4Z19BqZ23ExgdiOP0nf6,LIKE YOU BETTER,fromis_9,From Our 20's,185.026,2025,LIKE YOU BETTER fromis_9,1,r1QapH1SIAI,https://www.youtube.com/watch?v=r1QapH1SIAI,fromis_9 (프로미스나인) 'LIKE YOU BETTER' MV,fromis_9,fromis_9,208.0,27992294,fromis_9 (프로미스나인) 'LIKE YOU BETTER' MV The 6th Mini Album [From Our 20's] https://lnk.to/from_our_20s_ Official ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_017,7t4Z19BqZ23ExgdiOP0nf6,LIKE YOU BETTER,fromis_9,From Our 20's,185.026,2025,LIKE YOU BETTER fromis_9,2,4pXfGL4tiTE,https://www.youtube.com/watch?v=4pXfGL4tiTE,[CORRECT] fromis_9 LIKE YOU BETTER Lyrics (Color Coded Lyrics),Chaereve,Chaereve,186.0,242552,All Administrated by ASND Ent. ............................................................................. Artist: fromis_9 Song: LIKE YOU BETTER ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_017,7t4Z19BqZ23ExgdiOP0nf6,LIKE YOU BETTER,fromis_9,From Our 20's,185.026,2025,LIKE YOU BETTER fromis_9,3,yKubx4arhM4,https://www.youtube.com/watch?v=yKubx4arhM4,[뮤뱅 원테이크 4K] 프로미스나인(fromis_9) 'LIKE YOU BETTER' Bonus Ver. @뮤직뱅크(Music Bank) 250627,KBS Kpop,KBS Kpop,213.0,4269619,fromis_9 #LIKEYOUBETTER #원테이크 #원테이크4K More from #KBSKPOP Twitter: https://twitter.com/StudioK_twt Instagram: ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_018,0W9zXX7ufvXZ8XsfKAhmIw,Oasis,Mr. Hong | Rosy | Alberto Droguett,Vacation (Vocals),177.692,2019,Oasis Mr. Hong,1,dGZdKxNzH-g,https://www.youtube.com/watch?v=dGZdKxNzH-g,Oasis (feat. Alberto Droguett),mr. hong,mr. hong,178.0,12910,Provided to YouTube by DistroKid Oasis (feat. Alberto Droguett) · Mr. Hong · Alberto Droguett Vacation ℗ Mr. Hong Released on: ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_018,0W9zXX7ufvXZ8XsfKAhmIw,Oasis,Mr. Hong | Rosy | Alberto Droguett,Vacation (Vocals),177.692,2019,Oasis Mr. Hong,2,NBoKEleEhhA,https://www.youtube.com/watch?v=NBoKEleEhhA,Oasis (feat. Rosy & Alberto Droguett),mr. hong,mr. hong,178.0,11896,Provided to YouTube by DistroKid Oasis (feat. Rosy & Alberto Droguett) · Mr. Hong · Rosy · Alberto Droguett Vacation (Vocals) ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_018,0W9zXX7ufvXZ8XsfKAhmIw,Oasis,Mr. Hong | Rosy | Alberto Droguett,Vacation (Vocals),177.692,2019,Oasis Mr. Hong,3,Ya71XE3jx8Y,https://www.youtube.com/watch?v=Ya71XE3jx8Y,mr. hong - oasis (feat. rosy and alberto droguett),danielions music,danielions music,178.0,15617,http://danielions.com mr. hong - oasis (feat. rosy and alberto droguett) ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_019,5qzjaUWNihLEG3dOhRlJ3N,Gossamer Dress,City Girl | Ibrahim,Somnolent Nova,213.698,2019,Gossamer Dress City Girl,1,sFcnjX2yVqQ,https://www.youtube.com/watch?v=sFcnjX2yVqQ,Gossamer Dress (feat. Ibrahim),City Girl,City Girl,214.0,126695,Provided to YouTube by DistroKid Gossamer Dress (feat. Ibrahim) · City Girl · Ibrahim Somnolent Nova ℗ City Girl Records ...,,,
stage5b4-representative-v3-human-review-v1,stage5b4_representative_v3_019,5qzjaUWNihLEG3dOhRlJ3N,Gossamer Dress,City Girl | Ibrahim,Somnolent Nova,213.698,2019,Gossamer Dress City Girl,2,z5CW8rDBz-0,https://www.youtube.com/watch?v=z5CW8rDBz-0,ibrahim - gossamer dress (ft. City Girl),Ambition,Ambition,215.0,45410,ibrahim https://soundcloud.com/ibr https://twitter.com/ibrbeats https://open.spotify.com/artist/38osEo6ebgNhOrlD5Xi4iZ City Girl ...,,,
